age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,date
57,Technician,Married,Unknown,No,206,Yes,No,Unknown,5,May,216,3,-1,0,Unknown,No,2023-05-05
57,Housemaid,Married,Primary,No,7082,No,No,Unknown,6,Jun,69,3,-1,0,Unknown,No,2023-06-06
51,Unemployed,Married,Tertiary,No,1634,Yes,No,Cellular,22,Jul,168,4,-1,0,Unknown,No,2023-07-22
34,Admin.,Single,Secondary,No,1,Yes,No,Cellular,22,Jul,483,7,-1,0,Unknown,No,2023-07-22
50,Self-Employed,Married,Tertiary,No,4012,No,No,Cellular,19,Nov,690,3,-1,0,Unknown,No,2023-11-19
44,Management,Married,Tertiary,No,3762,No,No,Cellular,28,Aug,125,12,-1,0,Unknown,No,2023-08-28
27,Admin.,Married,Secondary,No,-247,Yes,Yes,Unknown,4,Jun,344,2,-1,0,Unknown,No,2023-06-04
50,Blue-Collar,Married,Secondary,No,606,Yes,No,Unknown,14,May,673,2,-1,0,Unknown,No,2023-05-14
36,Management,Married,Tertiary,No,0,Yes,No,Cellular,28,Jan,60,1,250,1,Other,No,2023-01-28
42,Management,Married,Secondary,No,-189,Yes,No,Unknown,12,May,247,2,-1,0,Unknown,No,2023-05-12
32,Unemployed,Single,Secondary,No,0,No,No,Cellular,27,May,123,2,-1,0,Unknown,No,2023-05-27
42,Management,Married,Tertiary,No,484,Yes,No,Cellular,11,Jul,144,2,-1,0,Unknown,No,2023-07-11
43,Technician,Married,Secondary,No,0,No,Yes,Cellular,8,May,9,2,172,5,Failure,No,2023-05-08
31,Management,Married,Tertiary,No,395,Yes,No,Cellular,9,Feb,155,3,-1,0,Unknown,No,2023-02-09
32,Management,Married,Tertiary,No,2349,No,No,Cellular,14,Aug,134,5,-1,0,Unknown,No,2023-08-14
55,Blue-Collar,Divorced,Primary,No,410,No,Yes,Cellular,11,Jul,221,2,-1,0,Unknown,No,2023-07-11
58,Retired,Married,Primary,No,3401,Yes,No,Cellular,3,Feb,84,3,265,2,Failure,No,2023-02-03
46,Blue-Collar,Married,Primary,No,222,No,No,Cellular,8,Aug,71,2,-1,0,Unknown,No,2023-08-08
55,Blue-Collar,Married,Secondary,No,989,Yes,Yes,Unknown,23,May,246,4,-1,0,Unknown,No,2023-05-23
34,Management,Married,Tertiary,No,415,No,Yes,Cellular,23,Jul,361,2,-1,0,Unknown,No,2023-07-23
28,Unemployed,Single,Secondary,No,16,No,No,Cellular,12,Aug,119,4,-1,0,Unknown,No,2023-08-12
42,Technician,Divorced,Tertiary,No,7190,Yes,No,Cellular,29,Jul,375,2,-1,0,Unknown,No,2023-07-29
29,Blue-Collar,Single,Secondary,No,482,No,Yes,Cellular,10,Jul,1097,3,-1,0,Unknown,Yes,2023-07-10
54,Housemaid,Married,Secondary,No,209,Yes,Yes,Cellular,25,Jul,97,1,-1,0,Unknown,No,2023-07-25
32,Technician,Single,Secondary,No,0,No,No,Cellular,26,Aug,181,2,-1,0,Unknown,No,2023-08-26
39,Technician,Single,Tertiary,No,5803,No,No,Cellular,2,Feb,83,3,-1,0,Unknown,No,2023-02-02
53,Entrepreneur,Married,Tertiary,No,624,No,Yes,Cellular,21,Jul,180,4,-1,0,Unknown,No,2023-07-21
58,Technician,Married,Tertiary,No,883,No,No,Cellular,18,Aug,543,1,78,2,Failure,No,2023-08-18
40,Self-Employed,Married,Secondary,No,1516,Yes,Yes,Unknown,23,May,373,1,-1,0,Unknown,No,2023-05-23
29,Student,Single,Secondary,No,872,Yes,No,Unknown,7,May,230,1,-1,0,Unknown,No,2023-05-07
33,Technician,Married,Tertiary,No,-988,Yes,Yes,Cellular,15,Jul,83,3,-1,0,Unknown,No,2023-07-15
38,Admin.,Single,Secondary,No,902,Yes,No,Telephone,31,Jul,58,13,-1,0,Unknown,No,2023-07-31
56,Services,Divorced,Secondary,No,1007,No,No,Cellular,29,Jul,88,6,-1,0,Unknown,No,2023-07-29
40,Services,Married,Secondary,No,0,Yes,No,Cellular,2,Jun,297,1,28,3,Failure,No,2023-06-02
24,Blue-Collar,Single,Secondary,No,174,Yes,Yes,Cellular,18,May,487,1,-1,0,Unknown,Yes,2023-05-18
46,Management,Married,Secondary,No,12186,No,No,Unknown,20,Jun,29,3,-1,0,Unknown,No,2023-06-20
35,Self-Employed,Married,Secondary,No,524,Yes,No,Cellular,21,Nov,484,4,-1,0,Unknown,No,2023-11-21
35,Blue-Collar,Single,Tertiary,No,0,Yes,No,Cellular,21,Jul,262,4,-1,0,Unknown,No,2023-07-21
34,Technician,Married,Secondary,No,4,Yes,No,Unknown,15,May,644,1,-1,0,Unknown,No,2023-05-15
35,Housemaid,Married,Tertiary,No,11219,No,No,Cellular,12,Aug,699,2,79,1,Failure,No,2023-08-12
38,Technician,Single,Tertiary,No,0,No,No,Cellular,28,Aug,247,2,-1,0,Unknown,No,2023-08-28
50,Blue-Collar,Married,Primary,No,5776,No,No,Cellular,18,Nov,49,3,-1,0,Unknown,No,2023-11-18
51,Blue-Collar,Divorced,Primary,No,37,Yes,No,Cellular,13,May,341,1,-1,0,Unknown,No,2023-05-13
59,Self-Employed,Married,Tertiary,No,593,No,No,Unknown,13,May,64,2,-1,0,Unknown,No,2023-05-13
32,Blue-Collar,Married,Secondary,No,1148,Yes,No,Cellular,20,Apr,121,1,-1,0,Unknown,No,2023-04-20
37,Blue-Collar,Single,Secondary,No,3561,Yes,No,Unknown,2,Jun,98,1,-1,0,Unknown,No,2023-06-02
42,Admin.,Divorced,Secondary,No,63,No,No,Unknown,16,May,88,6,-1,0,Unknown,No,2023-05-16
40,Student,Married,Secondary,No,260,No,No,Unknown,20,Jun,197,6,-1,0,Unknown,No,2023-06-20
28,Technician,Single,Tertiary,No,2269,Yes,No,Unknown,9,May,331,1,-1,0,Unknown,No,2023-05-09
47,Admin.,Married,Secondary,No,1060,Yes,No,Unknown,6,Jun,83,3,-1,0,Unknown,No,2023-06-06
27,Self-Employed,Married,Secondary,No,-220,Yes,No,Unknown,26,May,138,2,-1,0,Unknown,No,2023-05-26
41,Management,Married,Tertiary,No,49,Yes,No,Cellular,17,Jul,312,5,-1,0,Unknown,No,2023-07-17
34,Admin.,Married,Tertiary,No,69,No,Yes,Cellular,4,Aug,120,3,1,6,Success,Yes,2023-08-04
50,Blue-Collar,Married,Primary,No,4108,Yes,No,Cellular,7,Aug,526,2,-1,0,Unknown,Yes,2023-08-07
47,Blue-Collar,Married,Secondary,No,480,Yes,No,Unknown,28,May,211,2,-1,0,Unknown,No,2023-05-28
53,Services,Married,Secondary,No,4994,No,No,Cellular,18,Aug,62,6,-1,0,Unknown,No,2023-08-18
53,Technician,Divorced,Secondary,No,0,Yes,Yes,Cellular,15,Jul,135,5,-1,0,Unknown,No,2023-07-15
47,Management,Married,Tertiary,No,3681,No,No,Cellular,14,Aug,101,2,-1,0,Unknown,No,2023-08-14
49,Entrepreneur,Divorced,Unknown,Yes,-701,Yes,No,Cellular,30,Jul,988,2,-1,0,Unknown,Yes,2023-07-30
29,Management,Married,Tertiary,No,451,No,No,Cellular,28,Jan,451,1,-1,0,Unknown,No,2023-01-28
45,Blue-Collar,Divorced,Primary,No,-311,Yes,No,Unknown,23,May,1030,1,-1,0,Unknown,Yes,2023-05-23
38,Entrepreneur,Married,Secondary,No,593,Yes,Yes,Cellular,24,Jul,1484,24,-1,0,Unknown,Yes,2023-07-24
32,Blue-Collar,Married,Secondary,No,759,Yes,No,Cellular,9,Apr,317,5,-1,0,Unknown,Yes,2023-04-09
70,Retired,Divorced,Primary,No,4531,No,No,Cellular,18,May,445,1,-1,0,Unknown,No,2023-05-18
65,Retired,Divorced,Primary,No,1840,No,No,Cellular,1,Jun,383,2,188,5,Failure,No,2023-06-01
56,Blue-Collar,Married,Secondary,No,345,Yes,No,Telephone,22,Jul,605,1,-1,0,Unknown,No,2023-07-22
35,Blue-Collar,Married,Secondary,No,1287,Yes,No,Cellular,14,Jul,330,2,-1,0,Unknown,No,2023-07-14
56,Management,Married,Unknown,No,353,No,Yes,Cellular,25,Jul,171,2,-1,0,Unknown,No,2023-07-25
56,Technician,Married,Secondary,No,205,No,Yes,Cellular,23,Jul,442,2,-1,0,Unknown,No,2023-07-23
49,Entrepreneur,Married,Secondary,No,687,Yes,No,Cellular,17,Apr,772,1,-1,0,Unknown,Yes,2023-04-17
38,Unemployed,Married,Primary,No,1147,Yes,Yes,Unknown,8,May,249,5,-1,0,Unknown,No,2023-05-08
35,Management,Married,Tertiary,No,4286,Yes,No,Unknown,9,May,357,1,-1,0,Unknown,No,2023-05-09
38,Admin.,Married,Tertiary,No,605,No,No,Cellular,18,Nov,147,2,-1,0,Unknown,No,2023-11-18
49,Blue-Collar,Married,Secondary,No,8545,Yes,Yes,Cellular,6,May,199,7,167,1,Failure,No,2023-05-06
55,Management,Married,Unknown,No,559,No,No,Cellular,28,Jan,271,2,-1,0,Unknown,No,2023-01-28
43,Blue-Collar,Single,Primary,No,2,Yes,No,Cellular,30,Jul,783,3,-1,0,Unknown,No,2023-07-30
43,Management,Married,Tertiary,No,2,No,Yes,Cellular,20,Aug,472,2,-1,0,Unknown,No,2023-08-20
25,Admin.,Single,Tertiary,No,760,Yes,No,Cellular,27,May,223,3,89,2,Failure,Yes,2023-05-27
30,Blue-Collar,Married,Primary,No,1317,Yes,No,Unknown,21,May,395,2,-1,0,Unknown,No,2023-05-21
46,Blue-Collar,Married,Secondary,No,182,No,No,Cellular,4,Feb,56,1,-1,0,Unknown,No,2023-02-04
50,Admin.,Married,Primary,No,276,No,Yes,Unknown,17,Jun,641,6,-1,0,Unknown,No,2023-06-17
35,Entrepreneur,Married,Secondary,No,2971,No,No,Cellular,4,May,429,4,164,2,Failure,Yes,2023-05-04
26,Unemployed,Single,Secondary,No,1064,No,No,Unknown,31,May,113,1,-1,0,Unknown,No,2023-05-31
45,Admin.,Married,Unknown,No,1783,No,No,Unknown,20,Jun,11,11,-1,0,Unknown,No,2023-06-20
37,Blue-Collar,Married,Secondary,No,-67,No,No,Cellular,2,Feb,157,1,-1,0,Unknown,No,2023-02-02
60,Self-Employed,Single,Tertiary,No,179,No,Yes,Cellular,29,Jul,79,4,-1,0,Unknown,No,2023-07-29
38,Management,Married,Tertiary,No,1199,No,No,Cellular,4,Aug,178,1,1,1,Success,Yes,2023-08-04
47,Blue-Collar,Married,Primary,No,214,Yes,Yes,Unknown,9,Jun,168,1,-1,0,Unknown,No,2023-06-09
33,Technician,Married,Secondary,No,6699,No,No,Cellular,9,Nov,425,1,462,1,Failure,No,2023-11-09
51,Unemployed,Married,Secondary,No,1760,No,Yes,Cellular,19,Nov,162,1,-1,0,Unknown,No,2023-11-19
35,Entrepreneur,Single,Tertiary,No,145,Yes,No,Cellular,18,Jul,799,2,-1,0,Unknown,Yes,2023-07-18
35,Unemployed,Married,Secondary,No,978,No,No,Cellular,29,Dec,1370,3,209,3,Success,Yes,2023-12-29
48,Admin.,Single,Secondary,No,1150,Yes,No,Unknown,28,May,357,1,-1,0,Unknown,No,2023-05-28
37,Admin.,Married,Secondary,No,121,No,No,Cellular,22,Jul,22,6,-1,0,Unknown,No,2023-07-22
29,Technician,Single,Tertiary,No,828,Yes,No,Cellular,16,Apr,215,3,321,3,Other,No,2023-04-16
34,Admin.,Married,Secondary,No,244,Yes,No,Cellular,31,Jul,56,4,-1,0,Unknown,No,2023-07-31
32,Services,Married,Primary,No,228,Yes,No,Cellular,21,Jul,1017,6,-1,0,Unknown,Yes,2023-07-21
30,Management,Single,Tertiary,No,424,No,No,Cellular,16,Apr,298,4,-1,0,Unknown,Yes,2023-04-16
47,Management,Divorced,Tertiary,No,447,No,Yes,Unknown,7,May,126,1,-1,0,Unknown,No,2023-05-07
33,Blue-Collar,Married,Primary,No,-195,No,No,Unknown,20,Sep,9,1,-1,0,Unknown,No,2023-09-20
33,Management,Single,Tertiary,No,1410,Yes,No,Cellular,5,Feb,8,1,254,5,Failure,No,2023-02-05
63,Retired,Married,Primary,No,1084,No,No,Cellular,14,Oct,201,1,183,1,Success,No,2023-10-14
51,Self-Employed,Divorced,Primary,No,10924,No,No,Cellular,6,May,106,2,-1,0,Unknown,No,2023-05-06
41,Management,Married,Tertiary,No,832,Yes,Yes,Cellular,21,Nov,164,1,176,1,Failure,No,2023-11-21
56,Retired,Married,Tertiary,No,478,No,No,Cellular,5,Feb,97,1,-1,0,Unknown,No,2023-02-05
60,Management,Single,Tertiary,No,0,No,Yes,Cellular,23,Jul,151,1,-1,0,Unknown,No,2023-07-23
41,Self-Employed,Single,Tertiary,No,3950,Yes,No,Unknown,30,May,96,2,-1,0,Unknown,No,2023-05-30
37,Management,Single,Unknown,No,504,Yes,No,Cellular,16,Apr,555,1,-1,0,Unknown,No,2023-04-16
36,Blue-Collar,Single,Secondary,No,219,Yes,Yes,Cellular,11,May,270,2,347,1,Failure,No,2023-05-11
57,Management,Married,Tertiary,No,1602,No,No,Cellular,29,Jul,339,3,-1,0,Unknown,No,2023-07-29
55,Management,Married,Primary,No,2587,No,No,Cellular,4,Sep,328,2,94,2,Success,Yes,2023-09-04
44,Admin.,Married,Secondary,No,0,Yes,Yes,Unknown,16,May,159,1,-1,0,Unknown,No,2023-05-16
47,Self-Employed,Married,Tertiary,No,2303,Yes,No,Cellular,6,May,323,2,364,1,Failure,No,2023-05-06
31,Blue-Collar,Married,Secondary,No,1660,Yes,No,Cellular,20,Apr,342,1,-1,0,Unknown,No,2023-04-20
35,Management,Married,Tertiary,Yes,32,Yes,No,Cellular,21,Nov,180,1,-1,0,Unknown,No,2023-11-21
39,Management,Married,Tertiary,No,278,No,Yes,Cellular,28,Jul,60,3,-1,0,Unknown,No,2023-07-28
50,Management,Married,Tertiary,No,4,No,No,Cellular,17,Nov,223,1,96,2,Failure,No,2023-11-17
29,Management,Married,Tertiary,No,318,Yes,No,Cellular,18,May,1434,2,356,4,Failure,No,2023-05-18
30,Services,Single,Secondary,No,209,Yes,No,Unknown,6,May,30,2,-1,0,Unknown,No,2023-05-06
46,Services,Married,Secondary,No,271,Yes,No,Unknown,16,May,134,4,-1,0,Unknown,No,2023-05-16
27,Management,Single,Unknown,No,3196,No,No,Cellular,9,Feb,10,2,-1,0,Unknown,No,2023-02-09
48,Admin.,Divorced,Secondary,No,4099,No,No,Cellular,2,Apr,397,2,-1,0,Unknown,Yes,2023-04-02
26,Student,Single,Secondary,No,2572,Yes,No,Cellular,5,May,620,1,-1,0,Unknown,No,2023-05-05
36,Management,Single,Tertiary,No,339,No,No,Cellular,21,Nov,6,6,-1,0,Unknown,No,2023-11-21
42,Blue-Collar,Married,Primary,No,0,Yes,Yes,Cellular,7,May,209,2,-1,0,Unknown,No,2023-05-07
50,Housemaid,Married,Primary,No,395,Yes,No,Unknown,15,May,419,2,-1,0,Unknown,No,2023-05-15
49,Blue-Collar,Married,Secondary,No,2039,Yes,No,Cellular,18,Nov,283,2,-1,0,Unknown,No,2023-11-18
45,Management,Married,Tertiary,No,5450,No,No,Cellular,8,Aug,188,2,-1,0,Unknown,No,2023-08-08
23,Student,Single,Secondary,No,780,No,No,Cellular,16,Sep,267,1,-1,0,Unknown,No,2023-09-16
38,Technician,Single,Secondary,No,0,Yes,No,Cellular,7,Apr,196,2,-1,0,Unknown,No,2023-04-07
32,Management,Single,Tertiary,No,8436,Yes,No,Cellular,17,Apr,245,1,149,2,Failure,No,2023-04-17
60,Technician,Single,Primary,No,11262,No,No,Cellular,26,Aug,323,1,-1,0,Unknown,Yes,2023-08-26
30,Entrepreneur,Married,Secondary,No,946,Yes,No,Cellular,19,Nov,1065,1,183,1,Other,No,2023-11-19
58,Housemaid,Married,Tertiary,No,497,No,No,Unknown,11,Jun,138,5,-1,0,Unknown,No,2023-06-11
60,Retired,Married,Primary,No,55,No,No,Cellular,4,Jun,207,1,-1,0,Unknown,No,2023-06-04
38,Services,Married,Secondary,No,-140,No,No,Unknown,25,Jun,456,3,-1,0,Unknown,No,2023-06-25
51,Technician,Married,Secondary,No,-379,Yes,No,Cellular,5,Aug,261,1,-1,0,Unknown,No,2023-08-05
42,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,May,80,1,308,4,Failure,No,2023-05-11
30,Services,Single,Secondary,No,0,Yes,No,Cellular,18,May,131,6,363,9,Failure,No,2023-05-18
40,Management,Married,Primary,No,733,Yes,No,Unknown,6,Jun,94,7,-1,0,Unknown,No,2023-06-06
37,Management,Married,Tertiary,No,393,Yes,No,Cellular,14,May,567,3,275,4,Failure,Yes,2023-05-14
53,Technician,Divorced,Primary,No,7290,Yes,No,Unknown,30,May,153,1,-1,0,Unknown,No,2023-05-30
27,Services,Single,Secondary,No,468,Yes,No,Cellular,13,May,109,1,-1,0,Unknown,No,2023-05-13
39,Blue-Collar,Married,Secondary,No,0,Yes,No,Cellular,30,Apr,53,1,325,1,Failure,No,2023-04-30
39,Blue-Collar,Married,Primary,No,3705,Yes,No,Unknown,16,Jun,77,1,-1,0,Unknown,No,2023-06-16
59,Retired,Married,Tertiary,No,9676,No,No,Telephone,27,Mar,234,2,-1,0,Unknown,Yes,2023-03-27
37,Services,Married,Secondary,No,1328,Yes,No,Telephone,13,May,121,2,341,4,Failure,No,2023-05-13
41,Blue-Collar,Married,Primary,No,8,Yes,No,Cellular,15,Jul,155,2,-1,0,Unknown,No,2023-07-15
45,Blue-Collar,Married,Primary,No,61,No,No,Cellular,17,Apr,108,1,-1,0,Unknown,No,2023-04-17
48,Management,Married,Tertiary,No,6613,No,No,Unknown,17,Jun,159,3,-1,0,Unknown,No,2023-06-17
48,Technician,Married,Secondary,No,302,Yes,No,Unknown,26,May,208,3,-1,0,Unknown,No,2023-05-26
32,Blue-Collar,Married,Secondary,No,1005,No,No,Cellular,12,May,215,1,-1,0,Unknown,No,2023-05-12
35,Services,Married,Secondary,No,109,Yes,No,Unknown,6,May,597,3,-1,0,Unknown,No,2023-05-06
33,Management,Single,Tertiary,No,1240,Yes,No,Cellular,4,Feb,505,2,260,1,Other,No,2023-02-04
28,Blue-Collar,Single,Primary,No,0,Yes,Yes,Unknown,3,Jun,380,4,-1,0,Unknown,No,2023-06-03
64,Retired,Married,Unknown,No,2923,No,No,Cellular,12,Mar,120,1,-1,0,Unknown,No,2023-03-12
35,Technician,Married,Secondary,No,0,No,No,Cellular,27,Aug,106,4,-1,0,Unknown,No,2023-08-27
33,Blue-Collar,Married,Secondary,No,43,Yes,No,Cellular,14,May,332,2,358,2,Failure,No,2023-05-14
41,Technician,Married,Secondary,No,288,Yes,No,Unknown,15,May,221,4,-1,0,Unknown,No,2023-05-15
34,Admin.,Married,Secondary,No,613,Yes,No,Cellular,4,Jun,80,1,-1,0,Unknown,No,2023-06-04
37,Technician,Single,Tertiary,No,6101,No,No,Cellular,4,May,60,5,87,1,Success,No,2023-05-04
38,Blue-Collar,Married,Primary,No,168,Yes,Yes,Telephone,13,May,212,3,-1,0,Unknown,No,2023-05-13
39,Blue-Collar,Married,Primary,No,7685,Yes,No,Cellular,14,Apr,493,3,-1,0,Unknown,No,2023-04-14
35,Technician,Divorced,Tertiary,No,4515,Yes,No,Cellular,19,Nov,98,2,-1,0,Unknown,No,2023-11-19
28,Blue-Collar,Single,Secondary,No,517,No,Yes,Cellular,8,Jul,681,1,-1,0,Unknown,Yes,2023-07-08
27,Blue-Collar,Single,Secondary,No,148,No,No,Cellular,22,Jul,203,1,-1,0,Unknown,No,2023-07-22
48,Retired,Married,Primary,Yes,-285,No,Yes,Cellular,19,Nov,157,1,-1,0,Unknown,No,2023-11-19
50,Blue-Collar,Married,Secondary,No,887,No,No,Unknown,16,Jun,287,1,-1,0,Unknown,No,2023-06-16
45,Self-Employed,Married,Secondary,No,3098,Yes,No,Cellular,7,Aug,159,2,-1,0,Unknown,No,2023-08-07
41,Technician,Married,Tertiary,No,744,Yes,No,Unknown,14,May,125,1,-1,0,Unknown,No,2023-05-14
39,Technician,Married,Secondary,No,130,No,No,Cellular,8,Jul,202,2,-1,0,Unknown,No,2023-07-08
44,Management,Married,Secondary,No,438,Yes,No,Telephone,8,May,37,3,303,1,Failure,No,2023-05-08
54,Admin.,Married,Secondary,No,0,No,No,Cellular,28,Jan,161,1,98,2,Failure,Yes,2023-01-28
49,Management,Married,Tertiary,No,322,No,No,Cellular,6,Aug,72,4,-1,0,Unknown,No,2023-08-06
34,Blue-Collar,Single,Secondary,No,186,No,No,Cellular,2,Feb,342,1,-1,0,Unknown,No,2023-02-02
75,Retired,Divorced,Tertiary,No,3810,Yes,No,Cellular,16,Nov,262,1,183,1,Failure,Yes,2023-11-16
42,Management,Married,Tertiary,No,0,No,No,Cellular,13,Aug,325,2,-1,0,Unknown,No,2023-08-13
53,Blue-Collar,Married,Secondary,No,4380,No,No,Telephone,19,Aug,223,7,-1,0,Unknown,No,2023-08-19
49,Management,Divorced,Tertiary,No,755,No,No,Cellular,31,Jul,1212,4,-1,0,Unknown,Yes,2023-07-31
31,Services,Single,Secondary,No,2070,No,No,Cellular,29,Aug,319,2,-1,0,Unknown,No,2023-08-29
45,Blue-Collar,Single,Primary,No,999,No,No,Cellular,29,Jan,182,2,-1,0,Unknown,No,2023-01-29
39,Self-Employed,Married,Secondary,No,167,Yes,Yes,Cellular,17,Jul,330,1,-1,0,Unknown,No,2023-07-17
46,Technician,Married,Secondary,No,1322,Yes,Yes,Cellular,19,Nov,514,1,-1,0,Unknown,No,2023-11-19
42,Admin.,Divorced,Secondary,No,1076,Yes,No,Unknown,14,May,213,1,-1,0,Unknown,No,2023-05-14
37,Management,Married,Tertiary,No,502,Yes,No,Cellular,7,May,551,1,351,1,Failure,No,2023-05-07
26,Technician,Single,Tertiary,No,1216,Yes,No,Cellular,16,Apr,472,2,-1,0,Unknown,No,2023-04-16
37,Management,Single,Tertiary,No,876,Yes,No,Cellular,15,Apr,140,4,327,2,Failure,No,2023-04-15
36,Services,Single,Secondary,No,342,Yes,No,Unknown,7,May,142,1,-1,0,Unknown,No,2023-05-07
29,Blue-Collar,Single,Primary,No,950,Yes,No,Unknown,4,Jun,135,3,-1,0,Unknown,No,2023-06-04
36,Blue-Collar,Married,Primary,No,973,Yes,Yes,Unknown,23,May,293,1,-1,0,Unknown,No,2023-05-23
26,Technician,Married,Tertiary,No,3825,Yes,No,Unknown,13,May,107,1,-1,0,Unknown,No,2023-05-13
32,Blue-Collar,Married,Secondary,No,2366,Yes,No,Unknown,20,May,127,2,-1,0,Unknown,No,2023-05-20
40,Management,Married,Tertiary,No,542,Yes,No,Cellular,20,Nov,1816,1,-1,0,Unknown,No,2023-11-20
53,Management,Married,Primary,No,995,No,No,Cellular,4,Feb,200,3,-1,0,Unknown,No,2023-02-04
29,Management,Married,Tertiary,No,20,Yes,No,Cellular,12,May,418,1,-1,0,Unknown,No,2023-05-12
34,Technician,Single,Tertiary,No,228,Yes,No,Cellular,22,Jul,387,4,-1,0,Unknown,No,2023-07-22
43,Blue-Collar,Married,Secondary,No,130,No,No,Cellular,5,May,156,1,337,3,Failure,No,2023-05-05
56,Management,Married,Tertiary,No,217,No,Yes,Cellular,21,Jul,121,2,-1,0,Unknown,No,2023-07-21
55,Entrepreneur,Divorced,Tertiary,No,0,No,No,Unknown,6,Jun,108,2,-1,0,Unknown,No,2023-06-06
31,Self-Employed,Married,Tertiary,No,259,Yes,No,Cellular,7,May,47,1,-1,0,Unknown,No,2023-05-07
27,Admin.,Single,Secondary,No,619,Yes,No,Cellular,20,Apr,16,5,322,4,Other,No,2023-04-20
36,Management,Married,Secondary,No,644,Yes,No,Cellular,18,Nov,54,2,-1,0,Unknown,No,2023-11-18
44,Management,Married,Tertiary,No,22,Yes,No,Cellular,6,Aug,265,2,-1,0,Unknown,No,2023-08-06
37,Admin.,Divorced,Tertiary,No,4303,Yes,No,Unknown,23,May,168,1,-1,0,Unknown,No,2023-05-23
30,Admin.,Single,Secondary,No,239,Yes,No,Cellular,7,May,115,3,-1,0,Unknown,No,2023-05-07
42,Technician,Single,Secondary,No,275,No,No,Cellular,26,Aug,31,8,-1,0,Unknown,No,2023-08-26
30,Management,Married,Tertiary,No,1221,Yes,No,Telephone,25,Jul,279,4,-1,0,Unknown,Yes,2023-07-25
62,Retired,Married,Secondary,No,816,No,No,Cellular,1,Sep,28,2,-1,0,Unknown,No,2023-09-01
24,Blue-Collar,Married,Secondary,No,1222,Yes,No,Cellular,20,Apr,369,1,-1,0,Unknown,No,2023-04-20
31,Technician,Married,Secondary,No,2363,Yes,No,Unknown,13,May,247,1,-1,0,Unknown,No,2023-05-13
66,Retired,Married,Tertiary,No,2262,No,No,Cellular,22,Apr,155,1,-1,0,Unknown,No,2023-04-22
47,Admin.,Married,Secondary,No,2,No,No,Cellular,10,Jul,89,1,-1,0,Unknown,No,2023-07-10
39,Entrepreneur,Married,Tertiary,No,2,Yes,No,Cellular,17,Nov,180,1,-1,0,Unknown,No,2023-11-17
35,Technician,Married,Secondary,No,4508,Yes,No,Cellular,18,Nov,854,1,-1,0,Unknown,Yes,2023-11-18
35,Admin.,Divorced,Secondary,No,-402,Yes,No,Cellular,17,Apr,46,1,-1,0,Unknown,No,2023-04-17
27,Technician,Married,Secondary,No,1577,Yes,Yes,Unknown,28,May,266,2,-1,0,Unknown,No,2023-05-28
32,Blue-Collar,Married,Secondary,No,34,Yes,No,Cellular,5,May,321,2,-1,0,Unknown,No,2023-05-05
44,Management,Married,Tertiary,No,795,No,No,Cellular,28,Aug,99,24,-1,0,Unknown,No,2023-08-28
42,Blue-Collar,Married,Secondary,No,117,Yes,No,Unknown,9,May,147,1,-1,0,Unknown,No,2023-05-09
34,Self-Employed,Single,Tertiary,No,5462,No,No,Cellular,30,Apr,430,1,-1,0,Unknown,Yes,2023-04-30
25,Services,Single,Secondary,No,402,No,Yes,Cellular,7,Jul,264,1,-1,0,Unknown,No,2023-07-07
40,Technician,Single,Secondary,No,641,No,No,Cellular,16,Jul,156,6,-1,0,Unknown,No,2023-07-16
43,Management,Divorced,Tertiary,No,36,No,No,Cellular,26,May,118,1,102,2,Failure,No,2023-05-26
55,Unemployed,Married,Tertiary,No,383,No,No,Unknown,6,May,343,3,-1,0,Unknown,No,2023-05-06
50,Blue-Collar,Married,Secondary,No,283,Yes,No,Cellular,7,Aug,226,3,-1,0,Unknown,No,2023-08-07
45,Management,Divorced,Tertiary,No,0,No,No,Unknown,1,Jun,5,1,-1,0,Unknown,No,2023-06-01
35,Blue-Collar,Divorced,Secondary,No,3102,Yes,No,Cellular,20,Nov,138,1,-1,0,Unknown,No,2023-11-20
32,Blue-Collar,Married,Secondary,No,889,Yes,No,Cellular,10,Sep,185,1,99,5,Success,Yes,2023-09-10
59,Housemaid,Married,Secondary,No,0,No,No,Telephone,3,Feb,722,1,99,4,Failure,No,2023-02-03
34,Self-Employed,Married,Secondary,No,-370,Yes,No,Unknown,21,May,748,1,-1,0,Unknown,No,2023-05-21
39,Management,Married,Tertiary,No,-606,Yes,No,Unknown,26,May,142,1,-1,0,Unknown,No,2023-05-26
40,Management,Single,Secondary,No,10378,Yes,No,Cellular,17,Nov,523,3,-1,0,Unknown,No,2023-11-17
36,Blue-Collar,Single,Primary,No,1313,Yes,No,Unknown,20,Jun,8,10,-1,0,Unknown,No,2023-06-20
40,Management,Married,Tertiary,No,8969,Yes,No,Cellular,17,Nov,153,1,-1,0,Unknown,No,2023-11-17
55,Self-Employed,Married,Secondary,No,-196,Yes,No,Unknown,20,May,210,2,-1,0,Unknown,No,2023-05-20
38,Entrepreneur,Married,Secondary,Yes,15,Yes,No,Cellular,10,Jul,121,1,-1,0,Unknown,No,2023-07-10
61,Admin.,Married,Secondary,No,4608,No,No,Cellular,12,Mar,212,1,-1,0,Unknown,Yes,2023-03-12
