Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
Ago,Angola,1990,5-9 Years,Female,1882,237.8
Ago,Angola,1990,5-9 Years,Both,4205,266.9
Ago,Angola,1990,10-14 Years,Male,1405,219.8
Ago,Angola,1990,10-14 Years,Female,1155,179.6
Ago,Angola,1990,10-14 Years,Both,2561,199.6
Ago,Angola,1990,15-19 Years,Male,1937,370.0
Ago,Angola,1990,15-19 Years,Female,1430,270.0
Ago,Angola,1990,15-19 Years,Both,3367,319.7
Ago,Angola,1990,20-24 Years,Male,2632,598.0
Ago,Angola,1990,20-24 Years,Female,1883,418.8
Ago,Angola,1990,20-24 Years,Both,4515,507.5
Ago,Angola,1990,25-29 Years,Male,2588,703.3
Ago,Angola,1990,25-29 Years,Female,2005,527.0
Ago,Angola,1990,25-29 Years,Both,4593,613.7
Ago,Angola,1990,30-34 Years,Male,2531,846.4
Ago,Angola,1990,30-34 Years,Female,1929,617.5
Ago,Angola,1990,30-34 Years,Both,4459,729.5
Ago,Angola,1990,35-39 Years,Male,2873,1189.1
Ago,Angola,1990,35-39 Years,Female,2117,832.0
Ago,Angola,1990,35-39 Years,Both,4990,1005.9
Ago,Angola,1990,40-44 Years,Male,2807,1512.2
Ago,Angola,1990,40-44 Years,Female,1710,880.2
Ago,Angola,1990,40-44 Years,Both,4517,1189.0
Ago,Angola,1990,45-49 Years,Male,3134,2006.8
Ago,Angola,1990,45-49 Years,Female,1730,1042.2
Ago,Angola,1990,45-49 Years,Both,4864,1509.8
Ago,Angola,1990,50-54 Years,Male,3499,2730.6
Ago,Angola,1990,50-54 Years,Female,1993,1431.7
Ago,Angola,1990,50-54 Years,Both,5492,2054.3
Ago,Angola,1990,55-59 Years,Male,3596,3499.0
Ago,Angola,1990,55-59 Years,Female,2175,1894.1
Ago,Angola,1990,55-59 Years,Both,5772,2652.0
Ago,Angola,1990,60-64 Years,Male,4118,5239.4
Ago,Angola,1990,60-64 Years,Female,2828,3107.0
Ago,Angola,1990,60-64 Years,Both,6946,4095.1
Ago,Angola,1990,65-69 Years,Male,3750,6716.6
Ago,Angola,1990,65-69 Years,Female,3055,4540.5
Ago,Angola,1990,65-69 Years,Both,6805,5527.4
Ago,Angola,1990,70-74 Years,Male,3192,9108.2
Ago,Angola,1990,70-74 Years,Female,2994,6743.6
Ago,Angola,1990,70-74 Years,Both,6186,7786.6
Ago,Angola,1990,75-79 Years,Male,2120,11788.7
Ago,Angola,1990,75-79 Years,Female,2298,9348.2
Ago,Angola,1990,75-79 Years,Both,4418,10379.4
Ago,Angola,1990,80+ Years,Male,1491,16809.5
Ago,Angola,1990,80+ Years,Female,2097,14631.0
Ago,Angola,1990,80+ Years,Both,3588,15463.5
Ago,Angola,1990,All Ages,Male,107784,2092.1
Ago,Angola,1990,All Ages,Female,83316,1575.9
Ago,Angola,1990,All Ages,Both,191100,1830.7
Ago,Angola,2000,0-6 Days,Male,8045,118085.5
Ago,Angola,2000,0-6 Days,Female,6754,102018.1
Ago,Angola,2000,0-6 Days,Both,14799,110175.4
Ago,Angola,2000,7-27 Days,Male,5622,28072.4
Ago,Angola,2000,7-27 Days,Female,4907,25192.2
Ago,Angola,2000,7-27 Days,Both,10529,26652.4
Ago,Angola,2000,28-364 Days,Male,18510,6030.8
Ago,Angola,2000,28-364 Days,Female,15097,5050.9
Ago,Angola,2000,28-364 Days,Both,33607,5547.4
Ago,Angola,2000,1-4 Years,Male,30140,2684.9
Ago,Angola,2000,1-4 Years,Female,22228,2012.5
Ago,Angola,2000,1-4 Years,Both,52368,2351.4
Ago,Angola,2000,5-9 Years,Male,2437,229.6
Ago,Angola,2000,5-9 Years,Female,2004,187.0
Ago,Angola,2000,5-9 Years,Both,4441,208.2
Ago,Angola,2000,10-14 Years,Male,1502,171.4
Ago,Angola,2000,10-14 Years,Female,1295,145.2
Ago,Angola,2000,10-14 Years,Both,2797,158.2
Ago,Angola,2000,15-19 Years,Male,2267,309.7
Ago,Angola,2000,15-19 Years,Female,1822,246.0
Ago,Angola,2000,15-19 Years,Both,4090,277.6
Ago,Angola,2000,20-24 Years,Male,3152,523.8
Ago,Angola,2000,20-24 Years,Female,2534,415.9
Ago,Angola,2000,20-24 Years,Both,5686,469.5
Ago,Angola,2000,25-29 Years,Male,3183,658.9
Ago,Angola,2000,25-29 Years,Female,2719,550.2
Ago,Angola,2000,25-29 Years,Both,5902,603.9
Ago,Angola,2000,30-34 Years,Male,3220,805.3
Ago,Angola,2000,30-34 Years,Female,2654,643.0
Ago,Angola,2000,30-34 Years,Both,5874,722.9
Ago,Angola,2000,35-39 Years,Male,3568,1078.0
Ago,Angola,2000,35-39 Years,Female,2820,815.7
Ago,Angola,2000,35-39 Years,Both,6387,944.0
Ago,Angola,2000,40-44 Years,Male,3506,1319.6
Ago,Angola,2000,40-44 Years,Female,2391,849.1
Ago,Angola,2000,40-44 Years,Both,5897,1077.5
Ago,Angola,2000,45-49 Years,Male,3602,1708.5
Ago,Angola,2000,45-49 Years,Female,2250,988.0
Ago,Angola,2000,45-49 Years,Both,5852,1334.4
Ago,Angola,2000,50-54 Years,Male,3605,2283.3
Ago,Angola,2000,50-54 Years,Female,2203,1284.4
Ago,Angola,2000,50-54 Years,Both,5808,1763.1
Ago,Angola,2000,55-59 Years,Male,3734,2929.1
Ago,Angola,2000,55-59 Years,Female,2447,1720.9
Ago,Angola,2000,55-59 Years,Both,6182,2292.0
Ago,Angola,2000,60-64 Years,Male,4227,4320.8
Ago,Angola,2000,60-64 Years,Female,3101,2754.8
Ago,Angola,2000,60-64 Years,Both,7328,3482.9
Ago,Angola,2000,65-69 Years,Male,3962,5628.4
Ago,Angola,2000,65-69 Years,Female,3497,4163.5
Ago,Angola,2000,65-69 Years,Both,7459,4831.3
Ago,Angola,2000,70-74 Years,Male,3505,7789.8
Ago,Angola,2000,70-74 Years,Female,3416,6064.7
Ago,Angola,2000,70-74 Years,Both,6921,6830.8
Ago,Angola,2000,75-79 Years,Male,2451,10265.2
Ago,Angola,2000,75-79 Years,Female,2729,8517.2
Ago,Angola,2000,75-79 Years,Both,5179,9263.6
Ago,Angola,2000,80+ Years,Male,1907,15284.5
Ago,Angola,2000,80+ Years,Female,2722,13837.6
Ago,Angola,2000,80+ Years,Both,4629,14399.1
Ago,Angola,2000,All Ages,Male,112147,1612.8
Ago,Angola,2000,All Ages,Female,89589,1257.7
Ago,Angola,2000,All Ages,Both,201736,1433.1
Ago,Angola,2010,0-6 Days,Male,6981,91076.8
Ago,Angola,2010,0-6 Days,Female,5854,78578.5
Ago,Angola,2010,0-6 Days,Both,12835,84916.5
Ago,Angola,2010,7-27 Days,Male,3265,14385.3
Ago,Angola,2010,7-27 Days,Female,2866,12978.3
Ago,Angola,2010,7-27 Days,Both,6131,13691.4
Ago,Angola,2010,28-364 Days,Male,11608,3262.1
Ago,Angola,2010,28-364 Days,Female,9477,2734.8
Ago,Angola,2010,28-364 Days,Both,21085,3002.0
Ago,Angola,2010,1-4 Years,Male,14763,1022.4
Ago,Angola,2010,1-4 Years,Female,10508,743.7
Ago,Angola,2010,1-4 Years,Both,25271,884.6
Ago,Angola,2010,5-9 Years,Male,1950,129.0
Ago,Angola,2010,5-9 Years,Female,1602,106.6
Ago,Angola,2010,5-9 Years,Both,3552,117.9
Ago,Angola,2010,10-14 Years,Male,1235,99.0
Ago,Angola,2010,10-14 Years,Female,1088,87.2
Ago,Angola,2010,10-14 Years,Both,2323,93.1
Ago,Angola,2010,15-19 Years,Male,2313,226.1
Ago,Angola,2010,15-19 Years,Female,1816,175.6
Ago,Angola,2010,15-19 Years,Both,4130,200.7
Ago,Angola,2010,20-24 Years,Male,3389,399.6
Ago,Angola,2010,20-24 Years,Female,2704,311.7
Ago,Angola,2010,20-24 Years,Both,6093,355.2
Ago,Angola,2010,25-29 Years,Male,3652,523.8
Ago,Angola,2010,25-29 Years,Female,3025,425.0
Ago,Angola,2010,25-29 Years,Both,6676,473.9
Ago,Angola,2010,30-34 Years,Male,3628,642.4
Ago,Angola,2010,30-34 Years,Female,2872,500.1
Ago,Angola,2010,30-34 Years,Both,6499,570.7
Ago,Angola,2010,35-39 Years,Male,3731,835.2
Ago,Angola,2010,35-39 Years,Female,2787,611.1
Ago,Angola,2010,35-39 Years,Both,6519,722.0
Ago,Angola,2010,40-44 Years,Male,3636,999.5
Ago,Angola,2010,40-44 Years,Female,2446,648.8
Ago,Angola,2010,40-44 Years,Both,6082,821.0
Ago,Angola,2010,45-49 Years,Male,3802,1283.7
Ago,Angola,2010,45-49 Years,Female,2406,763.2
Ago,Angola,2010,45-49 Years,Both,6208,1015.4
Ago,Angola,2010,50-54 Years,Male,3999,1713.2
Ago,Angola,2010,50-54 Years,Female,2462,962.5
Ago,Angola,2010,50-54 Years,Both,6460,1320.7
Ago,Angola,2010,55-59 Years,Male,4023,2236.1
Ago,Angola,2010,55-59 Years,Female,2679,1320.4
Ago,Angola,2010,55-59 Years,Both,6701,1750.8
Ago,Angola,2010,60-64 Years,Male,4198,3278.0
Ago,Angola,2010,60-64 Years,Female,2982,2040.6
Ago,Angola,2010,60-64 Years,Both,7180,2618.5
Ago,Angola,2010,65-69 Years,Male,4260,4517.0
Ago,Angola,2010,65-69 Years,Female,3569,3211.1
Ago,Angola,2010,65-69 Years,Both,7829,3810.6
Ago,Angola,2010,70-74 Years,Male,3984,6424.2
Ago,Angola,2010,70-74 Years,Female,3541,4652.0
Ago,Angola,2010,70-74 Years,Both,7525,5447.5
Ago,Angola,2010,75-79 Years,Male,3004,8684.4
Ago,Angola,2010,75-79 Years,Female,3049,6751.9
Ago,Angola,2010,75-79 Years,Both,6053,7590.1
Ago,Angola,2010,80+ Years,Male,2741,13676.9
Ago,Angola,2010,80+ Years,Female,3596,11969.7
Ago,Angola,2010,80+ Years,Both,6337,12652.9
Ago,Angola,2010,All Ages,Male,90160,941.0
Ago,Angola,2010,All Ages,Female,71328,732.2
Ago,Angola,2010,All Ages,Both,161489,835.7
Alb,Albania,1970,0-6 Days,Male,259,37229.6
Alb,Albania,1970,0-6 Days,Female,184,28279.6
Alb,Albania,1970,0-6 Days,Both,443,32928.6
Alb,Albania,1970,7-27 Days,Male,177,8536.7
Alb,Albania,1970,7-27 Days,Female,136,6991.3
Alb,Albania,1970,7-27 Days,Both,313,7789.4
Alb,Albania,1970,28-364 Days,Male,1230,3776.6
Alb,Albania,1970,28-364 Days,Female,987,3234.2
Alb,Albania,1970,28-364 Days,Both,2217,3514.1
Alb,Albania,1970,1-4 Years,Male,813,605.3
Alb,Albania,1970,1-4 Years,Female,673,534.5
Alb,Albania,1970,1-4 Years,Both,1486,571.0
Alb,Albania,1970,5-9 Years,Male,139,87.5
Alb,Albania,1970,5-9 Years,Female,100,65.7
Alb,Albania,1970,5-9 Years,Both,239,76.8
Alb,Albania,1970,10-14 Years,Male,86,62.1
Alb,Albania,1970,10-14 Years,Female,58,43.6
Alb,Albania,1970,10-14 Years,Both,145,53.0
Alb,Albania,1970,15-19 Years,Male,115,107.5
Alb,Albania,1970,15-19 Years,Female,64,61.2
Alb,Albania,1970,15-19 Years,Both,179,84.6
Alb,Albania,1970,20-24 Years,Male,121,144.4
Alb,Albania,1970,20-24 Years,Female,66,80.1
Alb,Albania,1970,20-24 Years,Both,187,112.6
Alb,Albania,1970,25-29 Years,Male,114,147.9
Alb,Albania,1970,25-29 Years,Female,72,97.5
Alb,Albania,1970,25-29 Years,Both,186,123.2
Alb,Albania,1970,30-34 Years,Male,123,170.5
Alb,Albania,1970,30-34 Years,Female,87,123.8
Alb,Albania,1970,30-34 Years,Both,209,147.5
Alb,Albania,1970,35-39 Years,Male,128,216.9
Alb,Albania,1970,35-39 Years,Female,96,166.2
Alb,Albania,1970,35-39 Years,Both,224,191.8
Alb,Albania,1970,40-44 Years,Male,165,323.5
Alb,Albania,1970,40-44 Years,Female,120,236.4
Alb,Albania,1970,40-44 Years,Both,285,279.9
Alb,Albania,1970,45-49 Years,Male,183,509.6
Alb,Albania,1970,45-49 Years,Female,127,354.0
Alb,Albania,1970,45-49 Years,Both,311,431.8
Alb,Albania,1970,50-54 Years,Male,277,816.1
Alb,Albania,1970,50-54 Years,Female,179,543.4
Alb,Albania,1970,50-54 Years,Both,456,681.8
Alb,Albania,1970,55-59 Years,Male,384,1282.9
Alb,Albania,1970,55-59 Years,Female,253,818.6
Alb,Albania,1970,55-59 Years,Both,638,1046.9
Alb,Albania,1970,60-64 Years,Male,469,2041.9
Alb,Albania,1970,60-64 Years,Female,321,1340.5
Alb,Albania,1970,60-64 Years,Both,790,1683.7
Alb,Albania,1970,65-69 Years,Male,542,3191.3
Alb,Albania,1970,65-69 Years,Female,397,2206.7
Alb,Albania,1970,65-69 Years,Both,939,2684.9
Alb,Albania,1970,70-74 Years,Male,643,4948.5
Alb,Albania,1970,70-74 Years,Female,565,3773.3
Alb,Albania,1970,70-74 Years,Both,1208,4318.9
Alb,Albania,1970,75-79 Years,Male,536,7670.4
Alb,Albania,1970,75-79 Years,Female,572,6363.2
Alb,Albania,1970,75-79 Years,Both,1108,6935.1
Alb,Albania,1970,80+ Years,Male,996,14245.8
Alb,Albania,1970,80+ Years,Female,1157,12871.7
Alb,Albania,1970,80+ Years,Both,2153,13472.8
Alb,Albania,1970,All Ages,Male,7500,692.1
Alb,Albania,1970,All Ages,Female,6217,587.0
Alb,Albania,1970,All Ages,Both,13716,640.1
Alb,Albania,1980,0-6 Days,Male,260,35969.1
Alb,Albania,1980,0-6 Days,Female,184,27119.1
Alb,Albania,1980,0-6 Days,Both,444,31692.5
Alb,Albania,1980,7-27 Days,Male,165,7639.3
Alb,Albania,1980,7-27 Days,Female,129,6392.1
Alb,Albania,1980,7-27 Days,Both,294,7038.0
Alb,Albania,1980,28-364 Days,Male,1137,3351.6
Alb,Albania,1980,28-364 Days,Female,917,2884.0
Alb,Albania,1980,28-364 Days,Both,2054,3125.3
Alb,Albania,1980,1-4 Years,Male,707,501.8
Alb,Albania,1980,1-4 Years,Female,583,440.7
Alb,Albania,1980,1-4 Years,Both,1290,472.2
Alb,Albania,1980,5-9 Years,Male,130,79.1
Alb,Albania,1980,5-9 Years,Female,90,59.5
Alb,Albania,1980,5-9 Years,Both,220,69.7
Alb,Albania,1980,10-14 Years,Male,87,56.5
Alb,Albania,1980,10-14 Years,Female,48,33.5
Alb,Albania,1980,10-14 Years,Both,135,45.3
Alb,Albania,1980,15-19 Years,Male,160,98.9
Alb,Albania,1980,15-19 Years,Female,64,44.8
Alb,Albania,1980,15-19 Years,Both,225,73.5
Alb,Albania,1980,20-24 Years,Male,188,132.9
Alb,Albania,1980,20-24 Years,Female,73,57.5
Alb,Albania,1980,20-24 Years,Both,261,97.3
Alb,Albania,1980,25-29 Years,Male,148,136.1
Alb,Albania,1980,25-29 Years,Female,68,68.9
Alb,Albania,1980,25-29 Years,Both,216,104.1
Alb,Albania,1980,30-34 Years,Male,133,156.1
Alb,Albania,1980,30-34 Years,Female,68,88.2
Alb,Albania,1980,30-34 Years,Both,201,123.8
Alb,Albania,1980,35-39 Years,Male,153,196.5
Alb,Albania,1980,35-39 Years,Female,77,111.6
Alb,Albania,1980,35-39 Years,Both,231,156.6
Alb,Albania,1980,40-44 Years,Male,211,293.2
Alb,Albania,1980,40-44 Years,Female,110,168.5
Alb,Albania,1980,40-44 Years,Both,321,233.7
Alb,Albania,1980,45-49 Years,Male,270,462.3
Alb,Albania,1980,45-49 Years,Female,142,262.4
Alb,Albania,1980,45-49 Years,Both,412,366.2
Alb,Albania,1980,50-54 Years,Male,373,742.4
Alb,Albania,1980,50-54 Years,Female,191,409.8
Alb,Albania,1980,50-54 Years,Both,564,582.4
Alb,Albania,1980,55-59 Years,Male,398,1176.1
Alb,Albania,1980,55-59 Years,Female,237,628.0
Alb,Albania,1980,55-59 Years,Both,635,887.1
Alb,Albania,1980,60-64 Years,Male,584,1896.4
Alb,Albania,1980,60-64 Years,Female,362,1050.0
Alb,Albania,1980,60-64 Years,Both,945,1449.6
Alb,Albania,1980,65-69 Years,Male,767,2990.9
Alb,Albania,1980,65-69 Years,Female,545,1752.9
Alb,Albania,1980,65-69 Years,Both,1313,2312.5
Alb,Albania,1980,70-74 Years,Male,814,4663.6
Alb,Albania,1980,70-74 Years,Female,638,3022.3
Alb,Albania,1980,70-74 Years,Both,1452,3765.1
Alb,Albania,1980,75-79 Years,Male,747,7282.1
Alb,Albania,1980,75-79 Years,Female,698,5238.4
Alb,Albania,1980,75-79 Years,Both,1446,6127.4
Alb,Albania,1980,80+ Years,Male,1122,13669.0
Alb,Albania,1980,80+ Years,Female,1390,11379.1
Alb,Albania,1980,80+ Years,Both,2512,12299.3
Alb,Albania,1980,All Ages,Male,8555,620.9
Alb,Albania,1980,All Ages,Female,6616,511.3
Alb,Albania,1980,All Ages,Both,15171,567.8
Alb,Albania,1990,0-6 Days,Male,257,33004.0
Alb,Albania,1990,0-6 Days,Female,179,24550.4
Alb,Albania,1990,0-6 Days,Both,435,28917.5
Alb,Albania,1990,7-27 Days,Male,142,6097.6
Alb,Albania,1990,7-27 Days,Female,113,5201.8
Alb,Albania,1990,7-27 Days,Both,255,5664.5
Alb,Albania,1990,28-364 Days,Male,950,2571.6
Alb,Albania,1990,28-364 Days,Female,781,2256.1
Alb,Albania,1990,28-364 Days,Both,1732,2419.0
Alb,Albania,1990,1-4 Years,Male,553,353.4
Alb,Albania,1990,1-4 Years,Female,446,303.8
Alb,Albania,1990,1-4 Years,Both,999,329.4
Alb,Albania,1990,5-9 Years,Male,118,64.5
Alb,Albania,1990,5-9 Years,Female,82,48.5
Alb,Albania,1990,5-9 Years,Both,200,56.8
Alb,Albania,1990,10-14 Years,Male,83,47.9
Alb,Albania,1990,10-14 Years,Female,44,27.1
Alb,Albania,1990,10-14 Years,Both,127,37.8
Alb,Albania,1990,15-19 Years,Male,148,88.5
Alb,Albania,1990,15-19 Years,Female,58,36.8
Alb,Albania,1990,15-19 Years,Both,206,63.4
Alb,Albania,1990,20-24 Years,Male,194,119.1
Alb,Albania,1990,20-24 Years,Female,72,46.8
Alb,Albania,1990,20-24 Years,Both,265,84.0
Alb,Albania,1990,25-29 Years,Male,195,121.6
Alb,Albania,1990,25-29 Years,Female,84,55.3
Alb,Albania,1990,25-29 Years,Both,278,89.5
Alb,Albania,1990,30-34 Years,Male,188,138.7
Alb,Albania,1990,30-34 Years,Female,91,71.2
Alb,Albania,1990,30-34 Years,Both,279,105.9
Alb,Albania,1990,35-39 Years,Male,179,173.2
Alb,Albania,1990,35-39 Years,Female,84,87.5
Alb,Albania,1990,35-39 Years,Both,263,132.0
Alb,Albania,1990,40-44 Years,Male,206,258.9
Alb,Albania,1990,40-44 Years,Female,99,137.6
Alb,Albania,1990,40-44 Years,Both,305,201.3
Alb,Albania,1990,45-49 Years,Male,323,408.9
Alb,Albania,1990,45-49 Years,Female,160,219.8
Alb,Albania,1990,45-49 Years,Both,484,318.2
Alb,Albania,1990,50-54 Years,Male,457,659.6
Alb,Albania,1990,50-54 Years,Female,209,347.1
Alb,Albania,1990,50-54 Years,Both,666,514.2
Alb,Albania,1990,55-59 Years,Male,580,1057.3
Alb,Albania,1990,55-59 Years,Female,273,538.0
Alb,Albania,1990,55-59 Years,Both,853,807.6
Alb,Albania,1990,60-64 Years,Male,682,1733.6
Alb,Albania,1990,60-64 Years,Female,389,910.9
Alb,Albania,1990,60-64 Years,Both,1072,1305.3
Alb,Albania,1990,65-69 Years,Male,889,2769.0
Alb,Albania,1990,65-69 Years,Female,560,1533.7
Alb,Albania,1990,65-69 Years,Both,1449,2111.8
Alb,Albania,1990,70-74 Years,Male,849,4350.6
Alb,Albania,1990,70-74 Years,Female,630,2656.9
Alb,Albania,1990,70-74 Years,Both,1479,3421.1
Alb,Albania,1990,75-79 Years,Male,981,6858.8
Alb,Albania,1990,75-79 Years,Female,999,4681.3
Alb,Albania,1990,75-79 Years,Both,1980,5555.5
Alb,Albania,1990,80+ Years,Male,1276,13051.7
Alb,Albania,1990,80+ Years,Female,1895,10562.6
Alb,Albania,1990,80+ Years,Both,3172,11440.6
Alb,Albania,1990,All Ages,Male,9251,550.2
Alb,Albania,1990,All Ages,Female,7249,453.1
Alb,Albania,1990,All Ages,Both,16500,502.9
Alb,Albania,2000,0-6 Days,Male,140,27063.2
Alb,Albania,2000,0-6 Days,Female,100,20566.6
Alb,Albania,2000,0-6 Days,Both,240,23925.1
Alb,Albania,2000,7-27 Days,Male,60,3859.9
Alb,Albania,2000,7-27 Days,Female,48,3287.5
Alb,Albania,2000,7-27 Days,Both,108,3583.2
Alb,Albania,2000,28-364 Days,Male,373,1470.3
Alb,Albania,2000,28-364 Days,Female,314,1322.0
Alb,Albania,2000,28-364 Days,Both,686,1398.6
Alb,Albania,2000,1-4 Years,Male,257,207.7
Alb,Albania,2000,1-4 Years,Female,201,173.4
Alb,Albania,2000,1-4 Years,Both,458,191.1
Alb,Albania,2000,5-9 Years,Male,71,44.7
Alb,Albania,2000,5-9 Years,Female,51,33.6
Alb,Albania,2000,5-9 Years,Both,121,39.3
Alb,Albania,2000,10-14 Years,Male,67,40.4
Alb,Albania,2000,10-14 Years,Female,39,24.7
Alb,Albania,2000,10-14 Years,Both,106,32.7
Alb,Albania,2000,15-19 Years,Male,141,96.0
Alb,Albania,2000,15-19 Years,Female,57,37.6
Alb,Albania,2000,15-19 Years,Both,198,66.2
Alb,Albania,2000,20-24 Years,Male,137,132.7
Alb,Albania,2000,20-24 Years,Female,53,45.8
Alb,Albania,2000,20-24 Years,Both,190,87.0
Alb,Albania,2000,25-29 Years,Male,140,134.7
Alb,Albania,2000,25-29 Years,Female,59,53.8
Alb,Albania,2000,25-29 Years,Both,199,93.0
Alb,Albania,2000,30-34 Years,Male,173,156.4
Alb,Albania,2000,30-34 Years,Female,84,70.8
Alb,Albania,2000,30-34 Years,Both,257,112.0
Alb,Albania,2000,35-39 Years,Male,221,209.7
Alb,Albania,2000,35-39 Years,Female,103,98.1
Alb,Albania,2000,35-39 Years,Both,325,154.0
Alb,Albania,2000,40-44 Years,Male,346,313.2
Alb,Albania,2000,40-44 Years,Female,163,151.5
Alb,Albania,2000,40-44 Years,Both,509,233.5
Alb,Albania,2000,45-49 Years,Male,431,493.8
Alb,Albania,2000,45-49 Years,Female,199,239.3
Alb,Albania,2000,45-49 Years,Both,630,369.8
Alb,Albania,2000,50-54 Years,Male,548,792.1
Alb,Albania,2000,50-54 Years,Female,243,376.1
Alb,Albania,2000,50-54 Years,Both,791,591.1
Alb,Albania,2000,55-59 Years,Male,797,1250.4
Alb,Albania,2000,55-59 Years,Female,351,580.1
Alb,Albania,2000,55-59 Years,Both,1148,924.2
Alb,Albania,2000,60-64 Years,Male,1095,1983.5
Alb,Albania,2000,60-64 Years,Female,502,964.7
Alb,Albania,2000,60-64 Years,Both,1597,1489.0
Alb,Albania,2000,65-69 Years,Male,1471,3115.4
Alb,Albania,2000,65-69 Years,Female,724,1619.2
Alb,Albania,2000,65-69 Years,Both,2196,2387.5
Alb,Albania,2000,70-74 Years,Male,1378,4844.9
Alb,Albania,2000,70-74 Years,Female,810,2800.5
Alb,Albania,2000,70-74 Years,Both,2188,3814.5
Alb,Albania,2000,75-79 Years,Male,1301,7536.4
Alb,Albania,2000,75-79 Years,Female,1197,4903.9
Alb,Albania,2000,75-79 Years,Both,2498,5994.9
Alb,Albania,2000,80+ Years,Male,2016,14594.0
Alb,Albania,2000,80+ Years,Female,2849,12035.5
Alb,Albania,2000,80+ Years,Both,4865,12978.2
Alb,Albania,2000,All Ages,Male,11162,726.6
Alb,Albania,2000,All Ages,Female,8146,527.8
Alb,Albania,2000,All Ages,Both,19308,627.0
Alb,Albania,2010,0-6 Days,Male,65,15955.4
Alb,Albania,2010,0-6 Days,Female,51,13368.1
Alb,Albania,2010,0-6 Days,Both,115,14723.4
Alb,Albania,2010,7-27 Days,Male,33,2722.0
Alb,Albania,2010,7-27 Days,Female,26,2278.1
Alb,Albania,2010,7-27 Days,Both,59,2507.5
Alb,Albania,2010,28-364 Days,Male,174,898.6
Alb,Albania,2010,28-364 Days,Female,145,801.2
Alb,Albania,2010,28-364 Days,Both,319,851.5
Alb,Albania,2010,1-4 Years,Male,115,136.1
Alb,Albania,2010,1-4 Years,Female,87,110.8
Alb,Albania,2010,1-4 Years,Both,202,123.9
Alb,Albania,2010,5-9 Years,Male,40,31.1
Alb,Albania,2010,5-9 Years,Female,27,23.4
Alb,Albania,2010,5-9 Years,Both,67,27.4
Alb,Albania,2010,10-14 Years,Male,44,31.0
Alb,Albania,2010,10-14 Years,Female,27,20.2
Alb,Albania,2010,10-14 Years,Both,71,25.8
Alb,Albania,2010,15-19 Years,Male,125,85.3
Alb,Albania,2010,15-19 Years,Female,47,33.5
Alb,Albania,2010,15-19 Years,Both,172,60.0
Alb,Albania,2010,20-24 Years,Male,193,119.6
Alb,Albania,2010,20-24 Years,Female,60,39.1
Alb,Albania,2010,20-24 Years,Both,253,80.4
Alb,Albania,2010,25-29 Years,Male,163,120.9
Alb,Albania,2010,25-29 Years,Female,64,45.5
Alb,Albania,2010,25-29 Years,Both,227,82.4
Alb,Albania,2010,30-34 Years,Male,138,140.5
Alb,Albania,2010,30-34 Years,Female,66,61.0
Alb,Albania,2010,30-34 Years,Both,205,98.7
Alb,Albania,2010,35-39 Years,Male,193,192.6
Alb,Albania,2010,35-39 Years,Female,96,90.6
Alb,Albania,2010,35-39 Years,Both,289,140.1
Alb,Albania,2010,40-44 Years,Male,279,287.8
Alb,Albania,2010,40-44 Years,Female,148,141.2
Alb,Albania,2010,40-44 Years,Both,427,211.7
Alb,Albania,2010,45-49 Years,Male,471,454.1
Alb,Albania,2010,45-49 Years,Female,231,224.7
Alb,Albania,2010,45-49 Years,Both,702,339.9
Alb,Albania,2010,50-54 Years,Male,772,729.8
Alb,Albania,2010,50-54 Years,Female,367,354.1
Alb,Albania,2010,50-54 Years,Both,1139,543.9
Alb,Albania,2010,55-59 Years,Male,854,1158.5
Alb,Albania,2010,55-59 Years,Female,386,547.9
Alb,Albania,2010,55-59 Years,Both,1240,860.3
Alb,Albania,2010,60-64 Years,Male,1089,1850.5
Alb,Albania,2010,60-64 Years,Female,517,908.5
Alb,Albania,2010,60-64 Years,Both,1607,1387.3
Alb,Albania,2010,65-69 Years,Male,1566,2928.8
Alb,Albania,2010,65-69 Years,Female,858,1529.3
Alb,Albania,2010,65-69 Years,Both,2423,2212.3
Alb,Albania,2010,70-74 Years,Male,2000,4576.2
Alb,Albania,2010,70-74 Years,Female,1220,2647.9
Alb,Albania,2010,70-74 Years,Both,3220,3586.8
Alb,Albania,2010,75-79 Years,Male,2026,7163.4
Alb,Albania,2010,75-79 Years,Female,1493,4663.5
Alb,Albania,2010,75-79 Years,Both,3519,5835.9
Alb,Albania,2010,80+ Years,Male,2662,13910.6
Alb,Albania,2010,80+ Years,Female,3741,12168.8
Alb,Albania,2010,80+ Years,Both,6403,12837.1
Alb,Albania,2010,All Ages,Male,13003,812.0
Alb,Albania,2010,All Ages,Female,9656,604.0
Alb,Albania,2010,All Ages,Both,22659,708.1
And,Andorra,1970,0-6 Days,Male,2,32199.1
And,Andorra,1970,0-6 Days,Female,1,23173.2
And,Andorra,1970,0-6 Days,Both,3,27686.1
And,Andorra,1970,7-27 Days,Male,0,2497.0
And,Andorra,1970,7-27 Days,Female,0,2063.5
And,Andorra,1970,7-27 Days,Both,1,2211.5
And,Andorra,1970,28-364 Days,Male,1,386.3
And,Andorra,1970,28-364 Days,Female,1,314.5
And,Andorra,1970,28-364 Days,Both,2,351.4
And,Andorra,1970,1-4 Years,Male,0,53.9
And,Andorra,1970,1-4 Years,Female,0,42.7
