customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6371-Nzyeg,Male,0,Yes,Yes,16,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,Two Year,No,Mailed Check,64.25,1024,No
7554-Newdd,Male,0,No,No,10,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),25.7,251.6,No
8992-Vonjd,Female,0,No,Yes,13,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,56.0,764.55,No
0867-Mkzvy,Female,0,Yes,No,20,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,82.4,1592.35,Yes
4482-Ewfmi,Female,0,No,No,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.7,135.2,No
4648-Ypbtm,Male,0,No,No,53,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),73.9,3958.25,No
2907-Iljbn,Female,0,Yes,Yes,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.6,233.9,No
6345-Fzoqh,Male,0,Yes,No,69,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.9,1363.45,No
3376-Bmgfe,Female,0,No,No,4,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),70.9,273,Yes
5997-Opvfa,Male,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),89.05,6254.45,No
3445-Hxxgf,Male,1,Yes,No,58,No,No Phone Service,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,45.3,2651.2,Yes
1159-Wfsgr,Female,0,Yes,Yes,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,20.4,321.4,No
7654-Ywjuf,Male,0,Yes,No,43,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),84.25,3539.25,No
1875-Qivme,Female,0,Yes,No,2,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.4,242.8,Yes
6727-Iotlz,Male,0,Yes,No,14,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.95,1181.75,No
0691-Jvsya,Female,0,Yes,No,53,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),94.85,5000.2,Yes
5918-Vukwp,Female,0,No,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.55,654.55,No
1744-Jhkys,Female,0,Yes,No,34,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,24.7,780.2,No
2656-Fmokz,Female,1,No,No,15,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,74.45,1145.7,Yes
2070-Fnexe,Female,1,No,No,7,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),76.45,503.6,Yes
5947-Sgkcl,Female,0,Yes,Yes,15,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),105.35,1559.25,No
3712-Pkxza,Male,0,Yes,No,61,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.55,1252,No
6317-Ypkdh,Female,0,No,No,1,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),29.95,29.95,Yes
6582-Oivsp,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.3,45.3,No
9367-Wxlch,Male,0,No,No,8,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),84.5,662.65,Yes
5524-Khnjp,Male,0,Yes,Yes,33,Yes,No,Dsl,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),74.75,2453.3,No
1918-Zbfqj,Female,0,No,No,13,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,79.25,1111.65,Yes
1024-Guald,Female,0,Yes,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.8,24.8,Yes
4827-Usjhp,Male,0,No,No,20,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,51.8,1023.85,No
8167-Gjlrn,Male,0,No,No,3,No,No Phone Service,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,30.4,82.15,No
0956-Sycwg,Female,0,No,No,13,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,19.65,244.8,No
8017-Uvszu,Female,0,Yes,No,40,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),56.6,2379.1,No
7100-Fqprv,Male,0,Yes,Yes,43,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),71.9,3173.35,No
2472-Ovkup,Male,0,Yes,No,6,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,91.0,531,Yes
2984-Rgeya,Female,0,Yes,Yes,69,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.75,1375.4,No
9680-Niauv,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card (Automatic),109.7,8129.3,No
2146-Egvdt,Male,0,Yes,Yes,59,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.3,1192.7,No
2604-Ijpdu,Female,0,Yes,No,20,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,96.55,1901.65,No
9178-Jhuvj,Male,0,Yes,Yes,24,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),24.1,587.4,No
6168-Ybynp,Male,0,No,No,59,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.35,6519.75,No
7255-Ssfbc,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),112.25,8041.65,No
3645-Deygf,Male,0,No,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.75,20.75,No
9323-Hgfwy,Female,0,Yes,No,27,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),101.9,2681.15,No
8544-Goqsh,Female,0,No,No,14,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.05,1112.3,No
3363-Dtivd,Male,0,Yes,Yes,71,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,No,Electronic Check,105.55,7405.5,No
7018-Wbjnk,Male,0,No,Yes,13,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),78.3,1033.95,No
9142-Kzxop,Male,0,No,No,44,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),68.85,2958.95,No
7674-Ytafd,Female,0,No,No,33,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),79.95,2684.85,No
6348-Snfus,Male,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),55.45,4179.2,No
1285-Okipp,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,79.9,79.9,Yes
7825-Ecjrf,Female,0,No,No,19,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.6,1934.45,Yes
1347-Kttta,Male,0,Yes,No,64,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),102.45,6654.1,No
7841-Tzdmq,Male,0,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),46.0,84.5,Yes
4195-Nzgta,Female,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,25.25,25.25,No
7157-Smcfk,Male,0,No,Yes,61,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,1124.2,No
4709-Lkhyg,Female,0,Yes,Yes,29,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,20.0,540.05,No
2504-Dshih,Male,1,Yes,No,23,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,86.8,1975.85,No
0699-Ndkjm,Female,0,Yes,No,57,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),58.75,3437.45,No
9286-Bhdqg,Male,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card (Automatic),45.25,3139.8,No
0230-Wequw,Male,0,Yes,No,66,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),56.6,3789.2,No
2040-Ldiwq,Male,0,Yes,Yes,65,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),84.2,5324.5,No
6496-Jdssb,Female,0,No,No,8,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.0,624.6,No
9408-Ssnvz,Female,0,No,No,4,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,268.35,Yes
4443-Embna,Female,0,Yes,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.75,1836.9,No
6469-Mrvet,Male,0,Yes,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,20.2,20.2,No
0742-Moabm,Male,0,Yes,No,4,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,50.05,179.35,Yes
5961-Vusrv,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),19.35,219.35,No
6778-Jfcmk,Male,0,No,No,24,No,No Phone Service,Dsl,Yes,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,No
6341-Jvqgf,Female,0,Yes,Yes,31,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,2545.75,No
2232-Dmlxu,Female,0,Yes,No,1,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Mailed Check,55.2,55.2,Yes
4811-Jbuvu,Male,0,No,No,30,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),89.9,2723.15,No
0945-Tsonx,Female,0,Yes,Yes,47,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),85.3,4107.25,No
2651-Zcbxv,Male,0,No,No,54,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),108.0,5760.65,No
3316-Uwxuy,Male,0,No,No,50,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),93.5,4747.5,No
8937-Rdthp,Male,0,No,No,1,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,84.6,84.6,Yes
7083-Miopc,Female,0,No,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.25,1566.9,No
1984-Gpteh,Female,0,No,No,29,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,25.15,702,No
1251-Krreg,Male,0,No,No,2,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,54.4,114.1,Yes
0621-Jfhol,Female,0,No,No,10,No,No Phone Service,Dsl,No,No,No,Yes,No,No,Two Year,Yes,Mailed Check,29.6,299.05,No
9903-Lysab,Male,0,Yes,No,18,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,73.15,1305.95,No
0094-Oifmo,Female,1,No,No,11,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.0,1120.3,Yes
9227-Uaqft,Male,0,No,No,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,284.35,No
7301-Abvad,Female,0,No,No,72,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),86.6,6350.5,No
6614-Fhdbo,Male,0,No,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),109.2,7878.3,No
7576-Aseju,Female,0,Yes,Yes,41,Yes,No,Dsl,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),74.7,3187.65,No
9058-Hrzsv,Female,1,Yes,No,65,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,94.4,6126.15,No
4522-Akylr,Female,1,No,No,13,Yes,No,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,54.8,731.3,No
0221-Wmxnq,Male,1,No,No,4,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,75.35,273.4,No
0303-Uncip,Male,0,No,No,41,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,One Year,No,Mailed Check,65.0,2531.8,No
9947-Otfqu,Male,1,No,No,15,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.4,1074.3,Yes
0322-Yinqp,Male,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,48.55,48.55,Yes
0959-Whokv,Male,0,No,No,42,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,99.0,4298.45,No
4075-Jfpgr,Female,0,Yes,No,51,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,93.5,4619.55,No
4629-Nrxkx,Female,0,Yes,Yes,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,70.4,147.15,Yes
9514-Jdski,Male,1,Yes,No,1,No,No Phone Service,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,40.2,40.2,Yes
3282-Ziszv,Male,0,No,Yes,32,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),83.7,2633.3,No
3675-Ydupj,Male,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.85,193.05,No
4111-Bnxif,Female,0,Yes,Yes,67,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,59.55,4103.9,No
7017-Vfhay,Female,0,Yes,Yes,61,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),115.1,7008.15,No
6655-Lhbyw,Male,0,No,No,50,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),114.35,5791.1,No
4959-Josrx,Female,0,Yes,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),44.6,80.55,Yes
5046-Nuhwd,Female,1,Yes,No,29,No,No Phone Service,Dsl,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,45.0,1228.65,No
7273-Tefqd,Male,1,No,No,3,No,No Phone Service,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,41.15,132.2,Yes
3606-Twkgi,Male,1,No,No,13,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.9,1364.3,Yes
7529-Zdfxi,Male,1,Yes,No,57,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,89.85,4925.35,No
7605-Bdwdc,Female,0,No,No,31,No,No Phone Service,Dsl,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),49.85,1520.1,No
1950-Ksvvj,Female,0,Yes,No,45,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,No
0123-Crbrt,Female,0,Yes,Yes,61,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,No
6292-Tosss,Male,0,No,No,50,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.9,1195.25,No
3197-Arfoy,Female,1,No,No,19,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,105.0,2007.25,No
6323-Aybrx,Male,0,No,No,59,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.35,1099.6,Yes
7014-Zzxaw,Female,0,Yes,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),24.25,1732.95,No
4385-Gzqxv,Female,1,No,No,16,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.45,1511.2,Yes
7633-Mvpuy,Male,0,Yes,No,57,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Electronic Check,59.75,3450.15,No
6366-Zgqgl,Male,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),24.8,24.8,Yes
4716-Hhkqh,Male,1,Yes,No,20,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,107.05,2172.05,No
5940-Ahuhd,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,70.6,70.6,Yes
6432-Twqlb,Male,0,Yes,No,5,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.4,401.1,Yes
4484-Glzou,Female,0,Yes,No,52,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.05,5624.85,Yes
3179-Gbrwv,Male,1,Yes,No,21,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),64.95,1339.8,No
8645-Kwhjo,Male,0,No,No,14,No,No Phone Service,Dsl,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,55.0,771.95,No
4130-Mzlcc,Female,0,No,No,5,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),50.55,244.75,No
0314-Tkosi,Female,0,No,No,6,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,55.15,322.9,No
8229-Myejz,Female,0,No,No,10,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,51.2,498.25,No
2080-Srcde,Female,0,No,Yes,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,25.4,25.4,No
9577-Wjvcq,Female,0,No,No,68,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Mailed Check,54.45,3687.75,No
9512-Uibfx,Male,0,Yes,Yes,18,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,95.15,1779.95,Yes
6202-Dyyfx,Female,0,No,No,22,Yes,Yes,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),76.0,1783.6,No
3808-Hfkde,Female,0,No,No,20,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.35,927.15,No
5583-Sxdag,Male,0,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,70.0,70,Yes
3488-Pgmqj,Male,1,No,No,8,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.5,606.55,Yes
3580-Reoac,Male,0,No,No,10,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),44.85,435.4,Yes
7534-Bfesc,Male,1,No,No,24,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,76.1,1712.7,Yes
3727-Owvyd,Male,0,No,No,35,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,One Year,No,Mailed Check,61.2,2021.2,No
2294-Salne,Male,0,Yes,Yes,23,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,No,Mailed Check,86.8,1940.8,No
4847-Tajyi,Female,1,No,No,6,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,89.35,567.8,No
1563-Iwqex,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.7,220.35,No
8203-Xjzrc,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.25,20.25,No
6556-Dbkzf,Female,0,Yes,Yes,71,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Two Year,No,Electronic Check,76.05,5436.45,No
6851-Wefyx,Male,1,Yes,No,35,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.8,3437.5,No
2985-Juubz,Male,0,Yes,Yes,40,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,74.55,3015.75,No
6390-Dsazx,Female,0,No,Yes,1,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,73.6,73.6,Yes
0895-Lmrsf,Male,0,No,No,23,Yes,No,Dsl,No,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),64.9,1509.8,No
8098-Llazx,Female,1,No,No,4,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.45,396.1,Yes
8266-Vbfql,Male,0,No,No,4,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,90.4,356.65,No
8181-Yhcmf,Female,0,Yes,Yes,68,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),60.3,4109,No
2240-Hsjqd,Male,0,No,Yes,38,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,81.85,3141.7,No
1248-Dyxub,Male,0,Yes,Yes,52,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,24.8,1229.1,No
0265-Edxbd,Male,1,Yes,No,32,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,2303.35,Yes
4115-Bnpjy,Male,0,Yes,Yes,29,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,75.55,2054.4,No
3167-Snqpl,Male,1,Yes,Yes,38,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,101.15,3741.85,No
4091-Tvocn,Male,0,No,Yes,48,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),78.75,3682.45,No
1098-Tdvuq,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),19.25,19.25,No
7277-Ozcgz,Female,0,No,No,22,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,89.05,1886.25,No
1557-Emyvt,Female,0,No,No,43,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),115.05,4895.1,No
2799-Arnlo,Female,1,Yes,No,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.35,341.6,No
7563-Biupc,Male,0,No,No,5,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,80.6,415.55,Yes
5027-Yocxn,Male,0,Yes,Yes,51,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),110.05,5686.4,No
3973-Skmln,Male,0,No,No,71,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),19.9,1355.1,No
2321-Ombxy,Female,0,Yes,Yes,38,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),80.3,3058.65,Yes
2840-Xanrc,Male,1,Yes,No,24,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.15,2231.05,Yes
