age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,Blue-Collar,Divorced,Primary,No,410,No,Yes,Cellular,11,1900-07-01,221,2,-1,0,Unknown,No
58,Retired,Married,Primary,No,3401,Yes,No,Cellular,3,1900-02-01,84,3,265,2,Failure,No
46,Blue-Collar,Married,Primary,No,222,No,No,Cellular,8,1900-08-01,71,2,-1,0,Unknown,No
55,Blue-Collar,Married,Secondary,No,989,Yes,Yes,Unknown,23,1900-05-01,246,4,-1,0,Unknown,No
34,Management,Married,Tertiary,No,415,No,Yes,Cellular,23,1900-07-01,361,2,-1,0,Unknown,No
28,Unemployed,Single,Secondary,No,16,No,No,Cellular,12,1900-08-01,119,4,-1,0,Unknown,No
42,Technician,Divorced,Tertiary,No,7190,Yes,No,Cellular,29,1900-07-01,375,2,-1,0,Unknown,No
29,Blue-Collar,Single,Secondary,No,482,No,Yes,Cellular,10,1900-07-01,1097,3,-1,0,Unknown,Yes
54,Housemaid,Married,Secondary,No,209,Yes,Yes,Cellular,25,1900-07-01,97,1,-1,0,Unknown,No
32,Technician,Single,Secondary,No,0,No,No,Cellular,26,1900-08-01,181,2,-1,0,Unknown,No
39,Technician,Single,Tertiary,No,5803,No,No,Cellular,2,1900-02-01,83,3,-1,0,Unknown,No
53,Entrepreneur,Married,Tertiary,No,624,No,Yes,Cellular,21,1900-07-01,180,4,-1,0,Unknown,No
58,Technician,Married,Tertiary,No,883,No,No,Cellular,18,1900-08-01,543,1,78,2,Failure,No
40,Self-Employed,Married,Secondary,No,1516,Yes,Yes,Unknown,23,1900-05-01,373,1,-1,0,Unknown,No
29,Student,Single,Secondary,No,872,Yes,No,Unknown,7,1900-05-01,230,1,-1,0,Unknown,No
33,Technician,Married,Tertiary,No,-988,Yes,Yes,Cellular,15,1900-07-01,83,3,-1,0,Unknown,No
38,Admin.,Single,Secondary,No,902,Yes,No,Telephone,31,1900-07-01,58,13,-1,0,Unknown,No
56,Services,Divorced,Secondary,No,1007,No,No,Cellular,29,1900-07-01,88,6,-1,0,Unknown,No
40,Services,Married,Secondary,No,0,Yes,No,Cellular,2,1900-06-01,297,1,28,3,Failure,No
24,Blue-Collar,Single,Secondary,No,174,Yes,Yes,Cellular,18,1900-05-01,487,1,-1,0,Unknown,Yes
46,Management,Married,Secondary,No,12186,No,No,Unknown,20,1900-06-01,29,3,-1,0,Unknown,No
35,Self-Employed,Married,Secondary,No,524,Yes,No,Cellular,21,1900-11-01,484,4,-1,0,Unknown,No
35,Blue-Collar,Single,Tertiary,No,0,Yes,No,Cellular,21,1900-07-01,262,4,-1,0,Unknown,No
34,Technician,Married,Secondary,No,4,Yes,No,Unknown,15,1900-05-01,644,1,-1,0,Unknown,No
35,Housemaid,Married,Tertiary,No,11219,No,No,Cellular,12,1900-08-01,699,2,79,1,Failure,No
38,Technician,Single,Tertiary,No,0,No,No,Cellular,28,1900-08-01,247,2,-1,0,Unknown,No
50,Blue-Collar,Married,Primary,No,5776,No,No,Cellular,18,1900-11-01,49,3,-1,0,Unknown,No
51,Blue-Collar,Divorced,Primary,No,37,Yes,No,Cellular,13,1900-05-01,341,1,-1,0,Unknown,No
59,Self-Employed,Married,Tertiary,No,593,No,No,Unknown,13,1900-05-01,64,2,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,1148,Yes,No,Cellular,20,1900-04-01,121,1,-1,0,Unknown,No
37,Blue-Collar,Single,Secondary,No,3561,Yes,No,Unknown,2,1900-06-01,98,1,-1,0,Unknown,No
42,Admin.,Divorced,Secondary,No,63,No,No,Unknown,16,1900-05-01,88,6,-1,0,Unknown,No
40,Student,Married,Secondary,No,260,No,No,Unknown,20,1900-06-01,197,6,-1,0,Unknown,No
28,Technician,Single,Tertiary,No,2269,Yes,No,Unknown,9,1900-05-01,331,1,-1,0,Unknown,No
47,Admin.,Married,Secondary,No,1060,Yes,No,Unknown,6,1900-06-01,83,3,-1,0,Unknown,No
27,Self-Employed,Married,Secondary,No,-220,Yes,No,Unknown,26,1900-05-01,138,2,-1,0,Unknown,No
41,Management,Married,Tertiary,No,49,Yes,No,Cellular,17,1900-07-01,312,5,-1,0,Unknown,No
34,Admin.,Married,Tertiary,No,69,No,Yes,Cellular,4,1900-08-01,120,3,1,6,Success,Yes
50,Blue-Collar,Married,Primary,No,4108,Yes,No,Cellular,7,1900-08-01,526,2,-1,0,Unknown,Yes
47,Blue-Collar,Married,Secondary,No,480,Yes,No,Unknown,28,1900-05-01,211,2,-1,0,Unknown,No
53,Services,Married,Secondary,No,4994,No,No,Cellular,18,1900-08-01,62,6,-1,0,Unknown,No
53,Technician,Divorced,Secondary,No,0,Yes,Yes,Cellular,15,1900-07-01,135,5,-1,0,Unknown,No
47,Management,Married,Tertiary,No,3681,No,No,Cellular,14,1900-08-01,101,2,-1,0,Unknown,No
49,Entrepreneur,Divorced,Unknown,Yes,-701,Yes,No,Cellular,30,1900-07-01,988,2,-1,0,Unknown,Yes
29,Management,Married,Tertiary,No,451,No,No,Cellular,28,1900-01-01,451,1,-1,0,Unknown,No
45,Blue-Collar,Divorced,Primary,No,-311,Yes,No,Unknown,23,1900-05-01,1030,1,-1,0,Unknown,Yes
38,Entrepreneur,Married,Secondary,No,593,Yes,Yes,Cellular,24,1900-07-01,1484,24,-1,0,Unknown,Yes
32,Blue-Collar,Married,Secondary,No,759,Yes,No,Cellular,9,1900-04-01,317,5,-1,0,Unknown,Yes
70,Retired,Divorced,Primary,No,4531,No,No,Cellular,18,1900-05-01,445,1,-1,0,Unknown,No
65,Retired,Divorced,Primary,No,1840,No,No,Cellular,1,1900-06-01,383,2,188,5,Failure,No
56,Blue-Collar,Married,Secondary,No,345,Yes,No,Telephone,22,1900-07-01,605,1,-1,0,Unknown,No
35,Blue-Collar,Married,Secondary,No,1287,Yes,No,Cellular,14,1900-07-01,330,2,-1,0,Unknown,No
56,Management,Married,Unknown,No,353,No,Yes,Cellular,25,1900-07-01,171,2,-1,0,Unknown,No
56,Technician,Married,Secondary,No,205,No,Yes,Cellular,23,1900-07-01,442,2,-1,0,Unknown,No
49,Entrepreneur,Married,Secondary,No,687,Yes,No,Cellular,17,1900-04-01,772,1,-1,0,Unknown,Yes
38,Unemployed,Married,Primary,No,1147,Yes,Yes,Unknown,8,1900-05-01,249,5,-1,0,Unknown,No
35,Management,Married,Tertiary,No,4286,Yes,No,Unknown,9,1900-05-01,357,1,-1,0,Unknown,No
38,Admin.,Married,Tertiary,No,605,No,No,Cellular,18,1900-11-01,147,2,-1,0,Unknown,No
49,Blue-Collar,Married,Secondary,No,8545,Yes,Yes,Cellular,6,1900-05-01,199,7,167,1,Failure,No
55,Management,Married,Unknown,No,559,No,No,Cellular,28,1900-01-01,271,2,-1,0,Unknown,No
43,Blue-Collar,Single,Primary,No,2,Yes,No,Cellular,30,1900-07-01,783,3,-1,0,Unknown,No
43,Management,Married,Tertiary,No,2,No,Yes,Cellular,20,1900-08-01,472,2,-1,0,Unknown,No
25,Admin.,Single,Tertiary,No,760,Yes,No,Cellular,27,1900-05-01,223,3,89,2,Failure,Yes
30,Blue-Collar,Married,Primary,No,1317,Yes,No,Unknown,21,1900-05-01,395,2,-1,0,Unknown,No
46,Blue-Collar,Married,Secondary,No,182,No,No,Cellular,4,1900-02-01,56,1,-1,0,Unknown,No
50,Admin.,Married,Primary,No,276,No,Yes,Unknown,17,1900-06-01,641,6,-1,0,Unknown,No
35,Entrepreneur,Married,Secondary,No,2971,No,No,Cellular,4,1900-05-01,429,4,164,2,Failure,Yes
26,Unemployed,Single,Secondary,No,1064,No,No,Unknown,31,1900-05-01,113,1,-1,0,Unknown,No
45,Admin.,Married,Unknown,No,1783,No,No,Unknown,20,1900-06-01,11,11,-1,0,Unknown,No
37,Blue-Collar,Married,Secondary,No,-67,No,No,Cellular,2,1900-02-01,157,1,-1,0,Unknown,No
60,Self-Employed,Single,Tertiary,No,179,No,Yes,Cellular,29,1900-07-01,79,4,-1,0,Unknown,No
38,Management,Married,Tertiary,No,1199,No,No,Cellular,4,1900-08-01,178,1,1,1,Success,Yes
47,Blue-Collar,Married,Primary,No,214,Yes,Yes,Unknown,9,1900-06-01,168,1,-1,0,Unknown,No
33,Technician,Married,Secondary,No,6699,No,No,Cellular,9,1900-11-01,425,1,462,1,Failure,No
51,Unemployed,Married,Secondary,No,1760,No,Yes,Cellular,19,1900-11-01,162,1,-1,0,Unknown,No
35,Entrepreneur,Single,Tertiary,No,145,Yes,No,Cellular,18,1900-07-01,799,2,-1,0,Unknown,Yes
35,Unemployed,Married,Secondary,No,978,No,No,Cellular,29,1900-12-01,1370,3,209,3,Success,Yes
48,Admin.,Single,Secondary,No,1150,Yes,No,Unknown,28,1900-05-01,357,1,-1,0,Unknown,No
37,Admin.,Married,Secondary,No,121,No,No,Cellular,22,1900-07-01,22,6,-1,0,Unknown,No
29,Technician,Single,Tertiary,No,828,Yes,No,Cellular,16,1900-04-01,215,3,321,3,Other,No
34,Admin.,Married,Secondary,No,244,Yes,No,Cellular,31,1900-07-01,56,4,-1,0,Unknown,No
32,Services,Married,Primary,No,228,Yes,No,Cellular,21,1900-07-01,1017,6,-1,0,Unknown,Yes
30,Management,Single,Tertiary,No,424,No,No,Cellular,16,1900-04-01,298,4,-1,0,Unknown,Yes
47,Management,Divorced,Tertiary,No,447,No,Yes,Unknown,7,1900-05-01,126,1,-1,0,Unknown,No
33,Blue-Collar,Married,Primary,No,-195,No,No,Unknown,20,1900-09-01,9,1,-1,0,Unknown,No
33,Management,Single,Tertiary,No,1410,Yes,No,Cellular,5,1900-02-01,8,1,254,5,Failure,No
63,Retired,Married,Primary,No,1084,No,No,Cellular,14,1900-10-01,201,1,183,1,Success,No
51,Self-Employed,Divorced,Primary,No,10924,No,No,Cellular,6,1900-05-01,106,2,-1,0,Unknown,No
41,Management,Married,Tertiary,No,832,Yes,Yes,Cellular,21,1900-11-01,164,1,176,1,Failure,No
56,Retired,Married,Tertiary,No,478,No,No,Cellular,5,1900-02-01,97,1,-1,0,Unknown,No
60,Management,Single,Tertiary,No,0,No,Yes,Cellular,23,1900-07-01,151,1,-1,0,Unknown,No
41,Self-Employed,Single,Tertiary,No,3950,Yes,No,Unknown,30,1900-05-01,96,2,-1,0,Unknown,No
37,Management,Single,Unknown,No,504,Yes,No,Cellular,16,1900-04-01,555,1,-1,0,Unknown,No
36,Blue-Collar,Single,Secondary,No,219,Yes,Yes,Cellular,11,1900-05-01,270,2,347,1,Failure,No
57,Management,Married,Tertiary,No,1602,No,No,Cellular,29,1900-07-01,339,3,-1,0,Unknown,No
55,Management,Married,Primary,No,2587,No,No,Cellular,4,1900-09-01,328,2,94,2,Success,Yes
44,Admin.,Married,Secondary,No,0,Yes,Yes,Unknown,16,1900-05-01,159,1,-1,0,Unknown,No
47,Self-Employed,Married,Tertiary,No,2303,Yes,No,Cellular,6,1900-05-01,323,2,364,1,Failure,No
31,Blue-Collar,Married,Secondary,No,1660,Yes,No,Cellular,20,1900-04-01,342,1,-1,0,Unknown,No
35,Management,Married,Tertiary,Yes,32,Yes,No,Cellular,21,1900-11-01,180,1,-1,0,Unknown,No
39,Management,Married,Tertiary,No,278,No,Yes,Cellular,28,1900-07-01,60,3,-1,0,Unknown,No
50,Management,Married,Tertiary,No,4,No,No,Cellular,17,1900-11-01,223,1,96,2,Failure,No
29,Management,Married,Tertiary,No,318,Yes,No,Cellular,18,1900-05-01,1434,2,356,4,Failure,No
30,Services,Single,Secondary,No,209,Yes,No,Unknown,6,1900-05-01,30,2,-1,0,Unknown,No
46,Services,Married,Secondary,No,271,Yes,No,Unknown,16,1900-05-01,134,4,-1,0,Unknown,No
27,Management,Single,Unknown,No,3196,No,No,Cellular,9,1900-02-01,10,2,-1,0,Unknown,No
48,Admin.,Divorced,Secondary,No,4099,No,No,Cellular,2,1900-04-01,397,2,-1,0,Unknown,Yes
26,Student,Single,Secondary,No,2572,Yes,No,Cellular,5,1900-05-01,620,1,-1,0,Unknown,No
36,Management,Single,Tertiary,No,339,No,No,Cellular,21,1900-11-01,6,6,-1,0,Unknown,No
42,Blue-Collar,Married,Primary,No,0,Yes,Yes,Cellular,7,1900-05-01,209,2,-1,0,Unknown,No
50,Housemaid,Married,Primary,No,395,Yes,No,Unknown,15,1900-05-01,419,2,-1,0,Unknown,No
49,Blue-Collar,Married,Secondary,No,2039,Yes,No,Cellular,18,1900-11-01,283,2,-1,0,Unknown,No
45,Management,Married,Tertiary,No,5450,No,No,Cellular,8,1900-08-01,188,2,-1,0,Unknown,No
23,Student,Single,Secondary,No,780,No,No,Cellular,16,1900-09-01,267,1,-1,0,Unknown,No
38,Technician,Single,Secondary,No,0,Yes,No,Cellular,7,1900-04-01,196,2,-1,0,Unknown,No
32,Management,Single,Tertiary,No,8436,Yes,No,Cellular,17,1900-04-01,245,1,149,2,Failure,No
60,Technician,Single,Primary,No,11262,No,No,Cellular,26,1900-08-01,323,1,-1,0,Unknown,Yes
30,Entrepreneur,Married,Secondary,No,946,Yes,No,Cellular,19,1900-11-01,1065,1,183,1,Other,No
58,Housemaid,Married,Tertiary,No,497,No,No,Unknown,11,1900-06-01,138,5,-1,0,Unknown,No
60,Retired,Married,Primary,No,55,No,No,Cellular,4,1900-06-01,207,1,-1,0,Unknown,No
38,Services,Married,Secondary,No,-140,No,No,Unknown,25,1900-06-01,456,3,-1,0,Unknown,No
51,Technician,Married,Secondary,No,-379,Yes,No,Cellular,5,1900-08-01,261,1,-1,0,Unknown,No
42,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,1900-05-01,80,1,308,4,Failure,No
30,Services,Single,Secondary,No,0,Yes,No,Cellular,18,1900-05-01,131,6,363,9,Failure,No
40,Management,Married,Primary,No,733,Yes,No,Unknown,6,1900-06-01,94,7,-1,0,Unknown,No
37,Management,Married,Tertiary,No,393,Yes,No,Cellular,14,1900-05-01,567,3,275,4,Failure,Yes
53,Technician,Divorced,Primary,No,7290,Yes,No,Unknown,30,1900-05-01,153,1,-1,0,Unknown,No
27,Services,Single,Secondary,No,468,Yes,No,Cellular,13,1900-05-01,109,1,-1,0,Unknown,No
39,Blue-Collar,Married,Secondary,No,0,Yes,No,Cellular,30,1900-04-01,53,1,325,1,Failure,No
39,Blue-Collar,Married,Primary,No,3705,Yes,No,Unknown,16,1900-06-01,77,1,-1,0,Unknown,No
59,Retired,Married,Tertiary,No,9676,No,No,Telephone,27,1900-03-01,234,2,-1,0,Unknown,Yes
37,Services,Married,Secondary,No,1328,Yes,No,Telephone,13,1900-05-01,121,2,341,4,Failure,No
41,Blue-Collar,Married,Primary,No,8,Yes,No,Cellular,15,1900-07-01,155,2,-1,0,Unknown,No
45,Blue-Collar,Married,Primary,No,61,No,No,Cellular,17,1900-04-01,108,1,-1,0,Unknown,No
48,Management,Married,Tertiary,No,6613,No,No,Unknown,17,1900-06-01,159,3,-1,0,Unknown,No
48,Technician,Married,Secondary,No,302,Yes,No,Unknown,26,1900-05-01,208,3,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,1005,No,No,Cellular,12,1900-05-01,215,1,-1,0,Unknown,No
35,Services,Married,Secondary,No,109,Yes,No,Unknown,6,1900-05-01,597,3,-1,0,Unknown,No
33,Management,Single,Tertiary,No,1240,Yes,No,Cellular,4,1900-02-01,505,2,260,1,Other,No
28,Blue-Collar,Single,Primary,No,0,Yes,Yes,Unknown,3,1900-06-01,380,4,-1,0,Unknown,No
64,Retired,Married,Unknown,No,2923,No,No,Cellular,12,1900-03-01,120,1,-1,0,Unknown,No
35,Technician,Married,Secondary,No,0,No,No,Cellular,27,1900-08-01,106,4,-1,0,Unknown,No
33,Blue-Collar,Married,Secondary,No,43,Yes,No,Cellular,14,1900-05-01,332,2,358,2,Failure,No
41,Technician,Married,Secondary,No,288,Yes,No,Unknown,15,1900-05-01,221,4,-1,0,Unknown,No
34,Admin.,Married,Secondary,No,613,Yes,No,Cellular,4,1900-06-01,80,1,-1,0,Unknown,No
37,Technician,Single,Tertiary,No,6101,No,No,Cellular,4,1900-05-01,60,5,87,1,Success,No
38,Blue-Collar,Married,Primary,No,168,Yes,Yes,Telephone,13,1900-05-01,212,3,-1,0,Unknown,No
39,Blue-Collar,Married,Primary,No,7685,Yes,No,Cellular,14,1900-04-01,493,3,-1,0,Unknown,No
35,Technician,Divorced,Tertiary,No,4515,Yes,No,Cellular,19,1900-11-01,98,2,-1,0,Unknown,No
28,Blue-Collar,Single,Secondary,No,517,No,Yes,Cellular,8,1900-07-01,681,1,-1,0,Unknown,Yes
27,Blue-Collar,Single,Secondary,No,148,No,No,Cellular,22,1900-07-01,203,1,-1,0,Unknown,No
48,Retired,Married,Primary,Yes,-285,No,Yes,Cellular,19,1900-11-01,157,1,-1,0,Unknown,No
50,Blue-Collar,Married,Secondary,No,887,No,No,Unknown,16,1900-06-01,287,1,-1,0,Unknown,No
45,Self-Employed,Married,Secondary,No,3098,Yes,No,Cellular,7,1900-08-01,159,2,-1,0,Unknown,No
41,Technician,Married,Tertiary,No,744,Yes,No,Unknown,14,1900-05-01,125,1,-1,0,Unknown,No
39,Technician,Married,Secondary,No,130,No,No,Cellular,8,1900-07-01,202,2,-1,0,Unknown,No
44,Management,Married,Secondary,No,438,Yes,No,Telephone,8,1900-05-01,37,3,303,1,Failure,No
54,Admin.,Married,Secondary,No,0,No,No,Cellular,28,1900-01-01,161,1,98,2,Failure,Yes
49,Management,Married,Tertiary,No,322,No,No,Cellular,6,1900-08-01,72,4,-1,0,Unknown,No
34,Blue-Collar,Single,Secondary,No,186,No,No,Cellular,2,1900-02-01,342,1,-1,0,Unknown,No
75,Retired,Divorced,Tertiary,No,3810,Yes,No,Cellular,16,1900-11-01,262,1,183,1,Failure,Yes
42,Management,Married,Tertiary,No,0,No,No,Cellular,13,1900-08-01,325,2,-1,0,Unknown,No
53,Blue-Collar,Married,Secondary,No,4380,No,No,Telephone,19,1900-08-01,223,7,-1,0,Unknown,No
49,Management,Divorced,Tertiary,No,755,No,No,Cellular,31,1900-07-01,1212,4,-1,0,Unknown,Yes
31,Services,Single,Secondary,No,2070,No,No,Cellular,29,1900-08-01,319,2,-1,0,Unknown,No
45,Blue-Collar,Single,Primary,No,999,No,No,Cellular,29,1900-01-01,182,2,-1,0,Unknown,No
39,Self-Employed,Married,Secondary,No,167,Yes,Yes,Cellular,17,1900-07-01,330,1,-1,0,Unknown,No
46,Technician,Married,Secondary,No,1322,Yes,Yes,Cellular,19,1900-11-01,514,1,-1,0,Unknown,No
42,Admin.,Divorced,Secondary,No,1076,Yes,No,Unknown,14,1900-05-01,213,1,-1,0,Unknown,No
37,Management,Married,Tertiary,No,502,Yes,No,Cellular,7,1900-05-01,551,1,351,1,Failure,No
26,Technician,Single,Tertiary,No,1216,Yes,No,Cellular,16,1900-04-01,472,2,-1,0,Unknown,No
37,Management,Single,Tertiary,No,876,Yes,No,Cellular,15,1900-04-01,140,4,327,2,Failure,No
36,Services,Single,Secondary,No,342,Yes,No,Unknown,7,1900-05-01,142,1,-1,0,Unknown,No
29,Blue-Collar,Single,Primary,No,950,Yes,No,Unknown,4,1900-06-01,135,3,-1,0,Unknown,No
36,Blue-Collar,Married,Primary,No,973,Yes,Yes,Unknown,23,1900-05-01,293,1,-1,0,Unknown,No
26,Technician,Married,Tertiary,No,3825,Yes,No,Unknown,13,1900-05-01,107,1,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,2366,Yes,No,Unknown,20,1900-05-01,127,2,-1,0,Unknown,No
40,Management,Married,Tertiary,No,542,Yes,No,Cellular,20,1900-11-01,1816,1,-1,0,Unknown,No
53,Management,Married,Primary,No,995,No,No,Cellular,4,1900-02-01,200,3,-1,0,Unknown,No
29,Management,Married,Tertiary,No,20,Yes,No,Cellular,12,1900-05-01,418,1,-1,0,Unknown,No
34,Technician,Single,Tertiary,No,228,Yes,No,Cellular,22,1900-07-01,387,4,-1,0,Unknown,No
43,Blue-Collar,Married,Secondary,No,130,No,No,Cellular,5,1900-05-01,156,1,337,3,Failure,No
56,Management,Married,Tertiary,No,217,No,Yes,Cellular,21,1900-07-01,121,2,-1,0,Unknown,No
55,Entrepreneur,Divorced,Tertiary,No,0,No,No,Unknown,6,1900-06-01,108,2,-1,0,Unknown,No
31,Self-Employed,Married,Tertiary,No,259,Yes,No,Cellular,7,1900-05-01,47,1,-1,0,Unknown,No
27,Admin.,Single,Secondary,No,619,Yes,No,Cellular,20,1900-04-01,16,5,322,4,Other,No
36,Management,Married,Secondary,No,644,Yes,No,Cellular,18,1900-11-01,54,2,-1,0,Unknown,No
44,Management,Married,Tertiary,No,22,Yes,No,Cellular,6,1900-08-01,265,2,-1,0,Unknown,No
37,Admin.,Divorced,Tertiary,No,4303,Yes,No,Unknown,23,1900-05-01,168,1,-1,0,Unknown,No
30,Admin.,Single,Secondary,No,239,Yes,No,Cellular,7,1900-05-01,115,3,-1,0,Unknown,No
42,Technician,Single,Secondary,No,275,No,No,Cellular,26,1900-08-01,31,8,-1,0,Unknown,No
30,Management,Married,Tertiary,No,1221,Yes,No,Telephone,25,1900-07-01,279,4,-1,0,Unknown,Yes
62,Retired,Married,Secondary,No,816,No,No,Cellular,1,1900-09-01,28,2,-1,0,Unknown,No
24,Blue-Collar,Married,Secondary,No,1222,Yes,No,Cellular,20,1900-04-01,369,1,-1,0,Unknown,No
31,Technician,Married,Secondary,No,2363,Yes,No,Unknown,13,1900-05-01,247,1,-1,0,Unknown,No
66,Retired,Married,Tertiary,No,2262,No,No,Cellular,22,1900-04-01,155,1,-1,0,Unknown,No
47,Admin.,Married,Secondary,No,2,No,No,Cellular,10,1900-07-01,89,1,-1,0,Unknown,No
39,Entrepreneur,Married,Tertiary,No,2,Yes,No,Cellular,17,1900-11-01,180,1,-1,0,Unknown,No
35,Technician,Married,Secondary,No,4508,Yes,No,Cellular,18,1900-11-01,854,1,-1,0,Unknown,Yes
35,Admin.,Divorced,Secondary,No,-402,Yes,No,Cellular,17,1900-04-01,46,1,-1,0,Unknown,No
27,Technician,Married,Secondary,No,1577,Yes,Yes,Unknown,28,1900-05-01,266,2,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,34,Yes,No,Cellular,5,1900-05-01,321,2,-1,0,Unknown,No
44,Management,Married,Tertiary,No,795,No,No,Cellular,28,1900-08-01,99,24,-1,0,Unknown,No
42,Blue-Collar,Married,Secondary,No,117,Yes,No,Unknown,9,1900-05-01,147,1,-1,0,Unknown,No
34,Self-Employed,Single,Tertiary,No,5462,No,No,Cellular,30,1900-04-01,430,1,-1,0,Unknown,Yes
25,Services,Single,Secondary,No,402,No,Yes,Cellular,7,1900-07-01,264,1,-1,0,Unknown,No
40,Technician,Single,Secondary,No,641,No,No,Cellular,16,1900-07-01,156,6,-1,0,Unknown,No
43,Management,Divorced,Tertiary,No,36,No,No,Cellular,26,1900-05-01,118,1,102,2,Failure,No
55,Unemployed,Married,Tertiary,No,383,No,No,Unknown,6,1900-05-01,343,3,-1,0,Unknown,No
50,Blue-Collar,Married,Secondary,No,283,Yes,No,Cellular,7,1900-08-01,226,3,-1,0,Unknown,No
45,Management,Divorced,Tertiary,No,0,No,No,Unknown,1,1900-06-01,5,1,-1,0,Unknown,No
35,Blue-Collar,Divorced,Secondary,No,3102,Yes,No,Cellular,20,1900-11-01,138,1,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,889,Yes,No,Cellular,10,1900-09-01,185,1,99,5,Success,Yes
59,Housemaid,Married,Secondary,No,0,No,No,Telephone,3,1900-02-01,722,1,99,4,Failure,No
34,Self-Employed,Married,Secondary,No,-370,Yes,No,Unknown,21,1900-05-01,748,1,-1,0,Unknown,No
39,Management,Married,Tertiary,No,-606,Yes,No,Unknown,26,1900-05-01,142,1,-1,0,Unknown,No
40,Management,Single,Secondary,No,10378,Yes,No,Cellular,17,1900-11-01,523,3,-1,0,Unknown,No
36,Blue-Collar,Single,Primary,No,1313,Yes,No,Unknown,20,1900-06-01,8,10,-1,0,Unknown,No
40,Management,Married,Tertiary,No,8969,Yes,No,Cellular,17,1900-11-01,153,1,-1,0,Unknown,No
55,Self-Employed,Married,Secondary,No,-196,Yes,No,Unknown,20,1900-05-01,210,2,-1,0,Unknown,No
38,Entrepreneur,Married,Secondary,Yes,15,Yes,No,Cellular,10,1900-07-01,121,1,-1,0,Unknown,No
61,Admin.,Married,Secondary,No,4608,No,No,Cellular,12,1900-03-01,212,1,-1,0,Unknown,Yes
41,Management,Married,Tertiary,No,666,Yes,No,Unknown,21,1900-05-01,253,3,-1,0,Unknown,No
57,Blue-Collar,Married,Primary,No,452,Yes,No,Unknown,13,1900-05-01,139,4,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,149,Yes,No,Unknown,9,1900-05-01,71,1,-1,0,Unknown,No
77,Retired,Married,Tertiary,No,7802,No,No,Telephone,4,1900-05-01,421,1,92,2,Success,Yes
35,Services,Married,Secondary,No,1453,Yes,No,Unknown,28,1900-05-01,199,1,-1,0,Unknown,No
54,Blue-Collar,Married,Secondary,No,1480,Yes,No,Unknown,14,1900-05-01,108,1,-1,0,Unknown,No
37,Management,Single,Unknown,No,715,Yes,No,Unknown,20,1900-05-01,247,2,-1,0,Unknown,No
56,Management,Single,Secondary,No,237,Yes,No,Telephone,9,1900-07-01,236,4,-1,0,Unknown,No
40,Technician,Married,Secondary,No,694,Yes,No,Cellular,4,1900-02-01,97,4,196,5,Failure,No
40,Management,Married,Tertiary,No,0,No,No,Cellular,14,1900-07-01,109,8,-1,0,Unknown,No
54,Management,Married,Tertiary,No,55,Yes,No,Cellular,2,1900-06-01,112,2,-1,0,Unknown,No
55,Housemaid,Married,Primary,No,136,Yes,No,Unknown,19,1900-06-01,15,10,-1,0,Unknown,No
55,Services,Divorced,Secondary,Yes,-404,Yes,No,Cellular,22,1900-07-01,502,3,-1,0,Unknown,No
52,Blue-Collar,Married,Primary,No,779,Yes,No,Unknown,16,1900-05-01,30,3,-1,0,Unknown,No
55,Blue-Collar,Single,Primary,No,1187,Yes,No,Unknown,2,1900-06-01,193,2,-1,0,Unknown,No
33,Management,Married,Tertiary,No,641,Yes,No,Cellular,13,1900-08-01,347,2,-1,0,Unknown,No
52,Blue-Collar,Married,Unknown,No,826,Yes,No,Unknown,15,1900-05-01,468,2,-1,0,Unknown,No
33,Services,Divorced,Secondary,No,991,Yes,No,Unknown,27,1900-05-01,148,1,-1,0,Unknown,No
53,Admin.,Married,Secondary,No,1796,No,No,Telephone,16,1900-03-01,295,1,91,2,Success,Yes
46,Admin.,Married,Secondary,No,22,No,No,Cellular,26,1900-08-01,388,6,-1,0,Unknown,Yes
44,Technician,Single,Secondary,No,244,Yes,No,Cellular,12,1900-08-01,1735,4,-1,0,Unknown,Yes
48,Management,Divorced,Tertiary,No,1328,Yes,No,Unknown,6,1900-05-01,339,1,-1,0,Unknown,No
50,Housemaid,Married,Secondary,No,7317,Yes,No,Cellular,13,1900-05-01,172,1,370,1,Failure,No
34,Technician,Single,Secondary,No,4943,Yes,Yes,Cellular,19,1900-11-01,117,2,-1,0,Unknown,No
38,Technician,Single,Secondary,No,258,No,Yes,Unknown,20,1900-06-01,587,2,-1,0,Unknown,No
42,Management,Single,Tertiary,No,515,Yes,No,Cellular,19,1900-11-01,501,2,-1,0,Unknown,No
32,Management,Single,Tertiary,No,12607,No,No,Cellular,14,1900-08-01,203,5,84,1,Failure,No
58,Admin.,Married,Secondary,No,2,Yes,Yes,Telephone,25,1900-07-01,282,9,-1,0,Unknown,No
31,Management,Married,Tertiary,No,13,No,No,Cellular,28,1900-08-01,110,5,-1,0,Unknown,No
19,Student,Single,Primary,No,103,No,No,Cellular,10,1900-07-01,104,2,-1,0,Unknown,Yes
